agi,agiint,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
,,,,,,,21.0,,,,,54.0,,,,,Band of Fused Coral,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,45.0,,,,,,,,,30.0,Val'kyr Ascension Signet,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,54.0,,,,,,,,,,Band of Dark Solitude,,,,Rare,101.0,,11.0,,,,,35.0,,,21.0
,,,,,,,30.0,,,,,,,,,,Dominant Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Vindictive Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Demonic Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Vindictive Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,38.0,Queen's Opal Loop,,1.0,,Rare,101.0,,11.0,Prismatic socket,,,,30.0,,,
,,,,,Monk,,67.0,,,,,,,,,50.0,Jewel of the Lost Abbey,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Death knight,,,,,,,,,,,43.0,Heart-Lesion Ring of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,,,,,,,,,,,,37.0,Fierce Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Mage,,52.0,,,,,,,,,43.0,Mountainsage Band of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,37.0,,,,,Vindictive Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Priest,,,,,,,43.0,,,,52.0,Communal Band of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,37.0,,,,,Ferocious Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Hunter,,,,,,,52.0,,,,43.0,Trailseeker Band of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,,,,,48.0,Penny's Friendship Ring,,,,Uncommon,,,11.0,,,,,38.0,,,40.0
,,,,,,,,,,,,50.0,,,,,Drained Bone Band,,,,Uncommon,,,11.0,,,,,38.0,,,38.0
,,,,,,,32.0,,,,,,,,,,Fierce Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,43.0,Woe-Bearer's Band,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,43.0,Shadowruby Band,,1.0,,Epic,110.0,,11.0,Prismatic socket,,,,35.0,,,
,,,,,,,,,,,,52.0,,,,23.0,Loop of Vitriolic Intent,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,47.0,,,,,,,,,,Legionnaire's Band,,,,Uncommon,101.0,,11.0,,,,,35.0,,,28.0
,,,,,,,,,,,,,,,,30.0,Fearless Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Fierce Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,47.0,,,,,28.0,,,,,Tel'anor Magister's Ring,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,30.0,,,,,Demonic Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,38.0,,,,,Azsunite Loop,,1.0,,Rare,101.0,,11.0,Prismatic socket,,,,30.0,,,
,,,,,,,,,,,,,,,,,Avenging Band,,,,Uncommon,101.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,67.0,,,,,Band of Dark Millennia,,,,Epic,110.0,,11.0,,,,,43.0,,,39.0
,,,,,,,,,,,,59.0,,,,,Ring of Braided Stems,,,,Epic,110.0,,11.0,,,,,40.0,,,39.0
,,,,,,,34.0,,,,,,,,,,Ring of Exclusive Servitude,,,,Epic,110.0,,11.0,,,,,40.0,,,64.0
,,,,,,,,,,,,,,,,37.0,Fearless Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,37.0,,,,,Ferocious Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Warrior,,52.0,,,,,,,,,43.0,Oathsworn Band of Might,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Death knight,,43.0,,,,,,,,,,Heart-Lesion Band of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Paladin,,,,,,,,,,,43.0,Sunsoul Ring of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Warrior,,,,,,,,,,,43.0,Oathsworn Ring of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,,,,,,,,37.0,,,,,Fierce Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,45.0,,,,,43.0,,,,,Honey-Artisan's Ring,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,45.0,,,,,43.0,,,,,Stormwarden Seal,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,40.0,,,,,,,,,48.0,Zul Adherent's Band,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,48.0,,,,,,,,,,Grubby Silver Ring,,,,Epic,110.0,,11.0,,,,,37.0,,,36.0
,,,,,,,,,,,,,,,,32.0,Demonic Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Vindictive Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,47.0,,,,28.0,Seal of Saltheril,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,52.0,,,,,,,,,23.0,Band of Twisted Bark,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,28.0,Band of Crystalline Bone,,,,Rare,101.0,,11.0,,,,,35.0,,,47.0
,,,,,,,,,,,,,,,,30.0,Fierce Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,30.0,Demonic Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Fearless Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Dominant Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,47.0,Foul-Sadist's Seal,,,,Uncommon,101.0,,11.0,,,,,35.0,,,28.0
,,,,,,,,,,,,30.0,,,,,Fierce Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,28.0,,,,,,,,,,Portal Keeper's Seal,,,,Uncommon,101.0,,11.0,,,,,35.0,,,47.0
,,,,,,,,,,,,,,,,30.0,Fierce Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,32.0,,,,,,,,,43.0,Glinting Quartz Ring,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,38.0,,,,,,,,,,Deep Amber Loop,,1.0,,Rare,101.0,,11.0,Prismatic socket,,,,30.0,,,
,,,,,,,,,,,,,,,,,PH Token Item - Ring 4,,,,Rare,110.0,,11.0,,,,,18355.0,,,
,,,,,,,70.0,,,,,,,,,36.0,Coral Band of the Abyss,,,,Epic,110.0,,11.0,,,,,43.0,,,
,,,,,,,73.0,,,,,,,,,,Yathae's Thumb Ring,,,,Epic,110.0,,11.0,,,,,43.0,,,34.0
,,,,,,,70.0,,,,,,,,,28.0,Pugilist's Powerful Punching Ring,,,,Epic,110.0,,11.0,,,,,40.0,,,
,,,,,,,,,,,,37.0,,,,,Fierce Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Vindictive Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Druid,,43.0,,,,,52.0,,,,,Springrain Ring of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Shaman,,43.0,,,,,52.0,,,,,Streamtalker Ring of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Druid,,,,,,,52.0,,,,43.0,Springrain Band of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Warlock,,52.0,,,,,43.0,,,,,Felsoul Ring of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,37.0,,,,,,,,,,Ferocious Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Monk,,,,,,,43.0,,,,52.0,Mistdancer Band of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,37.0,,,,,,,,,,Fearless Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Fierce Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,37.0,,,,,Fearless Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,45.0,,,,,43.0,,,,,Shazraka's Curse Ring,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,40.0,,,,,Ring of Akunda's Chosen,,,,Uncommon,,,11.0,,,,,38.0,,,48.0
,,,,,,,45.0,,,,,,,,,43.0,Vineshaper's Grasp,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,48.0,,,,,,,,,40.0,Rowanwood Loop,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,48.0,,,,40.0,Standard Bearer's Band,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,,,,,48.0,Spare Stabilizer Band,,,,Uncommon,,,11.0,,,,,38.0,,,40.0
,,,,,,,43.0,,,,,,,,,,Band of Wortcunning,,,,Uncommon,,,11.0,,,,,38.0,,,45.0
,,,,,,,,,,,,32.0,,,,,Vindictive Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Fierce Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Fierce Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Dominant Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Fearless Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Dominant Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Fierce Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Cruel Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Dominant Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Cruel Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,30.0,Dominant Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,32.0,,,,,43.0,,,,,An'she's Band,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,30.0,Vindictive Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,52.0,,,,,23.0,,,,,Nightmare Loop,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,30.0,Ferocious Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Demonic Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,25.0,,,,50.0,Nightborne Signet Ring,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,4931.0,,,,3698.0,7.3 Raid - World Boss - Mistress Alluradel - Ring 1,,,,Epic,110.0,,11.0,,,3.07,,44483.0,,,
,,,,,,,6164.0,,,,,2465.0,,,,,7.3 Raid - World Boss - Pit Lord Vilemus - Ring 4,,,,Epic,110.0,,11.0,,,3.84,,44483.0,,,
,,,,,,,,,,,,,,,,,Beaten Copper Loop,,,,Uncommon,101.0,,11.0,,,,,125.0,,,
,,,,,,,,,,,,,,,,177.0,Sea Sapphire Band,,,,Uncommon,101.0,,11.0,,,,,125.0,,,104.0
,,,,,,,71.0,,,,,155.0,,,,,Dread Aspirant's Ring,,,,Rare,110.0,,11.0,,,,,104.0,,,
,,,,,,,,,,,,90.0,,,,,Dread Aspirant's Seal,,,,Rare,110.0,,11.0,,,,,104.0,,,136.0
,,,,,,,71.0,,,,,155.0,,,,,Dread Combatant's Ring,,,,Uncommon,110.0,,11.0,,,,,104.0,,,
,,,,,,,,,,,,,,,,,Beaten Copper Loop,,,,Uncommon,101.0,,11.0,,,,,43.0,,,
,,,,,,,,,,,,,,,,69.0,Sea Sapphire Band,,,,Uncommon,101.0,,11.0,,,,,43.0,,,41.0
,,,,,,,,,,,,,,,,,Beaten Copper Loop,,,,Uncommon,101.0,,11.0,,,,,43.0,,,
,,,,,Paladin,,,,,,,52.0,,,,,Sunsoul Band of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,43.0
,,,,,,,37.0,,,,,,,,,,Cruel Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Shaman,,,,,,,52.0,,,,43.0,Streamtalker Band of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,37.0,,,,,,,,,,Cruel Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Shaman,,43.0,,,,,,,,,52.0,Streamtalker Ring of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Paladin,,52.0,,,,,,,,,43.0,Sunsoul Band of Might,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Demon hunter,,52.0,,,,,,,,,43.0,Illidari Ring,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Monk,,43.0,,,,,,,,,,Mistdancer Band of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Shaman,,43.0,,,,,52.0,,,,,Streamtalker Ring of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,,,,,37.0,Demonic Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Monk,,,,,,,,,,,43.0,Mistdancer Ring of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Shaman,,,,,,,43.0,,,,,Streamtalker Band of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,,,37.0,,,,,,,,,,Fearless Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Monk,,52.0,,,,,43.0,,,,,Mistdancer Ring of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Priest,,52.0,,,,,43.0,,,,,Communal Ring of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Warlock,,,,,,,43.0,,,,52.0,Felsoul Band of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,37.0,,,,,Fearless Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Monk,,,,,,,52.0,,,,,Mistdancer Band of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,43.0
,,,,,Druid,,43.0,,,,,,,,,,Springrain Ring of Durability,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Warrior,,43.0,,,,,,,,,,Oathsworn Band of Stoicism,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,,,37.0,,,,,,,,,,Vindictive Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Dominant Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Warrior,,,,,,,52.0,,,,43.0,Oathsworn Ring of Might,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,43.0,,,,,,,,,45.0,Rise-Breacher's Band,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,48.0,,,,,40.0,,,,,Jin'Tiki's Signet,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,40.0,,,,,48.0,,,,,Stormbinder Signet Ring,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,43.0,,,,45.0,Whispering Seawitch's Ring,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,45.0,,,,,Lieutenant Fernn's Ring,,,,Uncommon,,,11.0,,,,,38.0,,,43.0
,,,,,,,50.0,,,,,38.0,,,,,Band of Destiny,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,44.0,,,,44.0,Devoted Defender's Band,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,39.0,,,,,47.0,,,,,Ring of Ascended Glory,,,,Epic,110.0,,11.0,,,,,37.0,,,
,,,,,,,,,,,,,,,,32.0,Vindictive Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Vindictive Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Ferocious Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Ferocious Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Vindictive Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Fierce Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Demonic Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Demonic Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Dominant Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,45.0,Ring of Minute Mirrors,,,,Rare,101.0,,11.0,,,,,35.0,,,30.0
,,,,,,,,,,,,41.0,,,,34.0,Dingy Wedding Band,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,23.0,Ring of Fel Domination,,,,Rare,101.0,,11.0,,,,,35.0,,,52.0
,,,,,,,,,,,,,,,,30.0,Cruel Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Fearless Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Dominant Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Vindictive Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,30.0,,,,,,,,,,Fierce Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Fierce Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,28.0,,,,,Malefic Inquisitor's Ring,,,,Uncommon,101.0,,11.0,,,,,35.0,,,47.0
,,,,,,,,,,,,30.0,,,,,Demonic Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,30.0,Cruel Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,,Skystone Loop,,1.0,,Rare,101.0,,11.0,Prismatic socket,,,,30.0,,,38.0
,,,,,,,2465.0,,,,,,,,,,7.3 Raid - World Boss - Inquisitor Percontatum - Ring 2,,,,Epic,110.0,,11.0,,,3.84,,44483.0,,,6164.0
,,,,,,,,,,,,,,,,,PH Token Item - Ring 6,,,,Rare,110.0,,11.0,,,,,18355.0,,,
,,,,,,,,,,,,,,,,177.0,Sea Sapphire Band,,,,Uncommon,101.0,,11.0,,,,,125.0,,,104.0
,,,,,,,149.0,,,,,,,,,77.0,Dread Aspirant's Band,,,,Rare,110.0,,11.0,,,,,104.0,,,
,,,,,,,,,,,,,,,,142.0,Dread Aspirant's Signet,,,,Rare,110.0,,11.0,,,,,104.0,,,84.0
,,,,,,,71.0,,,,,155.0,,,,,Dread Aspirant's Ring,,,,Uncommon,110.0,,11.0,,,,,104.0,,,
,,,,,,,149.0,,,,,,,,,77.0,Dread Aspirant's Band,,,,Uncommon,110.0,,11.0,,,,,104.0,,,
,,,,,,,149.0,,,,,,,,,77.0,Dread Combatant's Band,,,,Uncommon,110.0,,11.0,,,,,104.0,,,
,,,,,,,,,,,,90.0,,,,,Dread Aspirant's Seal,,,,Uncommon,110.0,,11.0,,,,,104.0,,,136.0
,,,,,,,,,,,,,,,,142.0,Dread Combatant's Signet,,,,Uncommon,110.0,,11.0,,,,,104.0,,,84.0
,,,,,,,,,,,,90.0,,,,,Dread Combatant's Seal,,,,Uncommon,110.0,,11.0,,,,,104.0,,,136.0
,,,,,,,,,,,,,,,,69.0,Sea Sapphire Band,,,,Uncommon,101.0,,11.0,,,,,43.0,,,41.0
,,,,,,,,,,,,,,,,,Jed'hin Aspirant's Ring,,,,Rare,110.0,,11.0,,,,,41.0,,,
,,,,,,,,,,,,37.0,,,,,Vindictive Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,37.0,,,,,Dominant Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Demonic Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Hunter,,43.0,,,,,,,,,52.0,Trailseeker Ring of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Paladin,,52.0,,,,,,,,,43.0,Sunsoul Ring of Might,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Demon hunter,,43.0,,,,,52.0,,,,,Illidari Band,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Mage,,43.0,,,,,52.0,,,,,Mountainsage Ring of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,,,,,,,,,,37.0,Demonic Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Druid,,52.0,,,,,,,,,43.0,Springrain Band of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Druid,,52.0,,,,,43.0,,,,,Springrain Ring of Destruction,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Druid,,43.0,,,,,52.0,,,,,Springrain Ring of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,37.0,,,,,,,,,,Fierce Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Ferocious Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,37.0,,,,,,,,,,Dominant Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Rogue,,,,,,,43.0,,,,52.0,Lightdrinker Band of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Druid,,,,,,,,,,,43.0,Springrain Band of Durability,,,,Uncommon,110.0,,11.0,,,,,39.0,,,52.0
,,,,,Paladin,,43.0,,,,,52.0,,,,,Sunsoul Ring of Wisdom,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Death knight,,52.0,,,,,,,,,43.0,Heart-Lesion Band of Might,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,Rogue,,52.0,,,,,43.0,,,,,Lightdrinker Ring of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,37.0,,,,,,,,,,Demonic Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,48.0,,,,,Purified Tideblood Band,,,,Uncommon,,,11.0,,,,,38.0,,,40.0
,,,,,,,,,,,,,,,,45.0,Zeth'jir Seacaller Signet,,,,Uncommon,,,11.0,,,,,38.0,,,43.0
,,,,,,,43.0,,,,,,,,,45.0,Sunbeaten Oasis Band,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,50.0,,,,,,,,,,Golem Socket Band,,,,Uncommon,,,11.0,,,,,38.0,,,38.0
,,,,,,,,,,,,45.0,,,,,Lord Kenning's Signet,,,,Uncommon,,,11.0,,,,,38.0,,,43.0
,,,,,,,43.0,,,,,45.0,,,,,Alderwood Loop,,,,Uncommon,,,11.0,,,,,38.0,,,
,,,,,,,,,,,,32.0,,,,,Ferocious Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Dominant Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Fearless Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Cruel Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Demonic Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Ferocious Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,32.0,,,,,,,,,,Fearless Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,,Demonic Gladiator's Band,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Cruel Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Fearless Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,52.0,,,,,,,,,,Utgarde Royal Signet,,,,Rare,101.0,,11.0,,,,,35.0,,,23.0
,,,,,,,,,,,,,,,,30.0,Demonic Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,30.0,Fearless Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,54.0,,,,,Roggstone Signet,,,,Uncommon,101.0,,11.0,,,3.5,,35.0,,,21.0
,,,,,,,50.0,,,,,,,,,25.0,Rough-Hammered Silver Ring,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
