agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
45.0,,,45.0,,,,Paladin,,,,,,,,,45.0,,44.0,Sunsoul Stone of Battle,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,45.0,,,,Death knight,,,,,,,,,45.0,,,Heart-Lesion Defender Stone,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,44.0
45.0,,,45.0,,,,Shaman,,,,,,,,,45.0,,44.0,Streamtalker Stone of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Mage,,44.0,,,,,,,45.0,,,Mountainsage Idol of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Priest,,44.0,,,,,,,45.0,,,Communal Idol of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Druid,,44.0,,,,,,,45.0,,,Springrain Stone of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,44.0,Vindictive Gladiator's Badge of Adaptation,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,45.0,,,,Priest,,,,,,,44.0,,45.0,,,Communal Stone of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Demonic Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Priest,,,,,,,,,45.0,,,Communal Stone of Wisdom,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,44.0
43.0,,,43.0,,,,,,,,,,,,,43.0,,,Jarkadiax's Other Eye,,,,,Uncommon,,,,12.0,,,,,,,,,43.0,
43.0,,,43.0,,,,,,,,,,,,,43.0,,,Ticker's Spare Catalyst,,,,,Uncommon,,,,12.0,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,42.0,"""Relic of the Makers""",,,,,Uncommon,,,,12.0,,,,,,,,,,
43.0,,,43.0,,,,,0.03333333333333333,,,,,,,,43.0,,,Mercy's Psalter,,,,,Uncommon,,,,12.0,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Cruel Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Dominant Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Ferocious Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
40.0,,,,,,,,,,,,,,,,,,,Fierce Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,40.0,,,Dominant Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fierce Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Cruel Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Fierce Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,40.0,,,Demonic Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,39.0,Fearless Gladiator's Badge of Adaptation,,,,,Epic,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Dominant Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Badge of the Wardens,,,,,Uncommon,101.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,38.0,,,,,Ley Spark,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Fearless Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Mark of the Sentinel,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,39.0,,,Vault Guardian's Talisman,,,,,Uncommon,101.0,,,12.0,,,,3.5,,,,,,
,,,,,,,,,38.0,,,,,,,,,,Mana Spark,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Demonic Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Barnacled Azsharan Insignia,,,,,Uncommon,101.0,,,12.0,,,,,,,,,39.0,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Silent Seashell,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,38.0,Fluctuating Arc Capacitor,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,39.0,,,Nightmare Bloom,,,,,Uncommon,101.0,,,12.0,,,,3.5,,,,,,
,,,,,,,,,,,,,,,,,,,Fierce Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Fierce Combatant's Insignia of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Fierce Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,,Mark of Lore,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
,,,,,,,,,,,,,,,,,,,Preserved Blue Dragon Scale,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,31.0,
31.0,,,,,,,,,,,,,,,,,,,Mangler's Mark,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
31.0,,,,,,,,,,,,,,,,,,,Stormwing Tail Tip,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
50116.0,,50116.0,,,,,,,,,,,,,,,,,Electrostatic Lasso,,,,,Epic,110.0,,,12.0,,,,,,,,,50116.0,
,,,,,,,,,,,,,,,,,,,Alchemist Tincture - Caster(NEEDS NAME),,,,,Epic,110.0,,,12.0,,,,,,,,,,1010.0
,,,,,,,,,,,,,,,,,,,Tomb Tank Trinket 1,,,,,Epic,110.0,,,12.0,,,,,,,,35673.0,,
,,,,,,,,,,,,,,,,141.0,,,Oceanographer's Weather Log,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,141.0,,,Shimmering Rune,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Petrified Basilisk Scale,,,,,Uncommon,101.0,,,12.0,,,,,,,,,141.0,
,,,,,,,,,,,,,,,,141.0,,,Shimmering Rune,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Dread Combatant's Insignia,,,,,Uncommon,110.0,,,12.0,,,,,,,,,,85.0
117.0,,,117.0,,,,,0.03333333333333333,,,,,,,,117.0,,,Dread Combatant's Medallion,,,,,Uncommon,110.0,,,12.0,,,,,,,,,117.0,
49.0,,,,,,,,,,,,,,,,,,,Lucky Braid,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,49.0,,,Shimmering Rune,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,49.0,,,Shimmering Rune,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,49.0,,,Oceanographer's Weather Log,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,45.0,,,Ferocious Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,45.0,,,Fierce Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Demonic Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,40.0,,,Fearless Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
40.0,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Fierce Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,38.0,,,,,Impact Tremor,,,,,Rare,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,39.0,,,,,Pocket Void Portal,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Stormforged Idol,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,31.0,
,,,,,,,,,,,,,,,,,,,Pocket-Sized Computation Device,,3.0,,,Epic,120.0,,,12.0,,,,,,,,,,
359.0,,359.0,,,,,,0.005555555555555556,,,,,,,,,,,Ashvane's Razor Coral,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
,,,,,,,,,,,,,,,,,,,Abyssal Alchemist Stone,,1.0,,,Epic,120.0,,,12.0,Prismatic socket,,,,,,,,,193.0
,,,,,,,,0.03333333333333333,186.0,,,,,,,,,,Azshara's Font of Power,,,,,Epic,120.0,,,12.0,,,,,,,,,,
359.0,,359.0,,,,,,,,,,,,,,,,,Dribbling Inkpod,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
,,,,,,,,,,,,,,,,359.0,,,Leviathan's Lure,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ascended Alchemist Stone,,1.0,,,Epic,120.0,,,12.0,Prismatic socket,,,,,,,,,215.0
,,,,,,,,,,,,,,,,359.0,,,Highborne Compendium of Storms,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,359.0,,,Shiver Venom Relic,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Dread Gladiator's Badge,,,,,Epic,120.0,,,12.0,,,,,,,,,,85.0
359.0,,359.0,,,,,,,,,,,,,,,,,Phial of the Arcane Tempest,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
359.0,,359.0,,,,,,,,,,,,,,,,,Bloodthirsty Urchin,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
141.0,,141.0,,,,,,,,,,,,,,,,,Lingering Sporepods,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
359.0,,359.0,,,,,,0.011111111111111112,,,,,,,,,,,Edicts of the Faithless,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
,,,,,,,,,150.0,,,,,,,,,,Oxidized Refuse Remover,,,,,Epic,120.0,,,12.0,,,,,,,,,,
225.0,,,,,,,,,,,,,,,,,,,Kimbul's Razor Claw,,,,,Epic,120.0,,,12.0,,,,,,,,,,
225.0,,225.0,,,,,,0.03333333333333333,,,,,,,,,,,Lurker's Insidious Gift,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,0.025,,,,,,,,359.0,,,Aquipotent Nautilus,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Eternal Alchemist Stone,,,,,Epic,120.0,,,12.0,,,,,,,,,,197.0
,,,,,,,,,,,,,,,,359.0,,,Deferred Sentence,,,,,Epic,120.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,Dead-Eye Spyglass,,,,,Rare,120.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Lustrous Golden Plumage,,,,,Rare,120.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,Tiny Electromental in a Jar,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Notorious Gladiator's Badge,,,,,Epic,120.0,,,12.0,,,,,,,,,,157.0
359.0,,359.0,,,,,,,,,,,,,,,,,Highborne Compendium of Sundering,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
141.0,,,,,,,,,,,,,,,,,,,Harlan's Loaded Dice,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,186.0,,,,,Za'qul's Portal Key,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,141.0,,,Rotcrusted Voodoo Doll,,,,,Rare,120.0,,,12.0,,,,,,,,,,
359.0,,359.0,,,,,,0.016666666666666666,,,,,,,,,,,Vision of Demise,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
,,,,,,,,,,,,,,,,359.0,,,Luminous Jellyweed,,,,,Epic,120.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Galecaller's Boon,,,,,Rare,120.0,,,12.0,,,,,,,,,,
247.0,,,247.0,,,,,0.03333333333333333,,,,,,,,247.0,,,Notorious Gladiator's Maledict,,,,,Epic,120.0,,,12.0,,,,,,,,,247.0,
,,,,,,,,,,,,,,,,141.0,,,Lady Waycrest's Music Box,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Gore-Crusted Butcher's Block,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
,,,,,,,,,,,,,,,,141.0,,,Conch of Dark Whispers,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Briny Barnacle,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
,,,,,,,,,,,,,,,,,,,Enthraller's Bindstone,,,,,Epic,120.0,,,12.0,,,,,,,,,,186.0
,,,,,,,,0.025,,,,,,,,141.0,,,Revitalizing Voodoo Totem,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Crushing Alchemist Stone,,1.0,,,Epic,120.0,,,12.0,Prismatic socket,,,,,,,,,204.0
141.0,,,,,,,,,,,,,,,,,,,Kul Tiran Cannonball Runner,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Grong's Primal Rage,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,0.025,,,,,,,,,,114.0,Balefire Branch,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,114.0,Vial of Animated Blood,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,225.0,,,Ward of Envelopment,,,,,Epic,120.0,,,12.0,,,,,,,,,,
247.0,,,247.0,,,,,0.03333333333333333,,,,,,,,247.0,,,Sinister Gladiator's Maledict,,,,,Epic,120.0,,,12.0,,,,,,,,,247.0,
,,,,,,,,,,,,,,,,,,,Rezan's Gleaming Eye,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Merektha's Fang,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
225.0,,225.0,,,,,,,,,,,,,,,,,Diamond-Laced Refracting Prism,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,,,,,,,,,225.0,,,Harbinger's Inscrutable Will,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,141.0,,,Ignition Mage's Fuse,,,,,Rare,120.0,,,12.0,,,,,,,,,,
359.0,,,359.0,,,,,0.025,,,,,,,,359.0,,,Shockbiter's Fang,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
413.0,,413.0,,,,,,0.03333333333333333,,,,,,,,,,,Remote Guidance Device,,,,,Epic,120.0,,,12.0,,,,,,,,,413.0,
,,,,,,,,,,,,,,,,359.0,,,Zoatroid Egg Sac,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,141.0,,,Vessel of Skittering Shadows,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,225.0,,,Incandescent Sliver,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,114.0,Azerokk's Resonating Heart,,,,,Rare,120.0,,,12.0,,,,,,,,,,
117.0,,,117.0,,,,,0.03333333333333333,,,,,,,,117.0,,,First Mate's Spyglass,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Razdunk's Big Red Button,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
141.0,,141.0,,,,,,0.025,,,,,,,,,,,Mchimba's Ritual Bandages,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
,,,,,,,,,,,,,,,,141.0,,,Hadal's Nautilus,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Ramping Amplitude Gigavolt Engine,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
359.0,,359.0,,,,,,,,,,,,,,,,,Highborne Compendium of Mystical Bulwark,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
117.0,,,117.0,,,,,0.03333333333333333,,,,,,,,117.0,,,Dread Gladiator's Medallion,,,,,Epic,120.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,,,,,,,,,,,,Notorious Gladiator's Insignia,,,,,Epic,120.0,,,12.0,,,,,,,,,,157.0
236.0,,236.0,,,,,,,,,,,,,,,,,Darkmoon Deck: Blockades,,,,,Epic,120.0,,,12.0,,,,,,,,,236.0,
236.0,,236.0,,,,,,,,,,,,,,,,,Darkmoon Deck: Fathoms,,,,,Epic,120.0,,,12.0,,,,,,,,,236.0,
117.0,,,117.0,,,,,,,,,,,,,117.0,,,Incessantly Ticking Clock,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,,,,,,,,,,,,Everchill Anchor,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,0.03333333333333333,,,,,,,,225.0,,,Void Stone,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,359.0,,,Highborne Compendium of Swirling Tides,,,,,Epic,120.0,,,12.0,,,,,,,,,,
117.0,,,117.0,,,,,0.025,,,,,,,,117.0,,,Pearl Diver's Compass,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
225.0,,225.0,,,,,,0.016666666666666666,,,,,,,,,,,Idol of Indiscriminate Consumption,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
359.0,,359.0,,,,,,0.03333333333333333,,,,,,,,,,,Chain of Suffering,,,,,Epic,120.0,,,12.0,,,,,,,,,359.0,
,,,,,,,,0.03333333333333333,,,,,,,,141.0,,,Fangs of Intertwined Essence,,,,,Rare,120.0,,,12.0,,,,,,,,,,
247.0,,,247.0,,,,,,,,,,,,,247.0,,,Notorious Gladiator's Safeguard,,,,,Epic,120.0,,,12.0,,,,,,,,,247.0,
,,,,,,,,0.03333333333333333,,,,,,,,225.0,,,Mirror of Entwined Fate,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,'Bygone Bee' Almanac,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,,85.0,,,,,,,,,,Dinobone Charm,,,,,Rare,120.0,,,12.0,,,,,,,,,,
247.0,,,247.0,,,,,0.03333333333333333,,,,,,,,247.0,,,Notorious Gladiator's Medallion,,,,,Epic,120.0,,,12.0,,,,,,,,,247.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Jes' Howler,,,,,Rare,120.0,,,12.0,,,,,,,,,141.0,
141.0,,,,,,,,0.025,,,,,,,,,,,My'das Talisman,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,85.0,,,,,,,,,,Whirlwing's Plumage,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Spirited Alchemist Stone,,,,,Epic,120.0,,,12.0,,,,,,,,,,186.0
225.0,,,,,,,,0.029166666666666667,,,,,,,,,,,Deployable Vibro Enhancer,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,236.0,,,Darkmoon Deck: Tides,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,85.0,,,,,Plunderbeard's Flask,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,225.0,,,Self-Accelerating Drive Shaft,,,,,Epic,120.0,,,12.0,,,,,,,,,,
117.0,,,117.0,,,,,,,,,,,,,117.0,,,Kaja-fied Banana,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,0.3333333333333333,,,,,,,,225.0,,,Crest of Pa'ku,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Galvanic Turbo-Charger,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
117.0,,,117.0,,,,,,,,,,,,,117.0,,,Emblem of Zandalar,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
225.0,,,,,,,,0.025,,,,,,,,,,,Variable Intensity Gigavolt Oscillating Reactor,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Surging Alchemist Stone,,,,,Rare,120.0,,,12.0,,,,,,,,,,114.0
117.0,,,117.0,,,,,,,,,,,,,117.0,,,Doom Shroom,,,,,Rare,120.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,0.025,,,,,,,,117.0,,,Sea Giant's Tidestone,,,,,Rare,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vanquished Tendril of G'huun,,,,,Epic,120.0,,,12.0,,,,,,,,,,150.0
,,,,,,,,0.016666666666666666,,,,,,,,413.0,,,Ingenious Mana Battery,,,,,Epic,120.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,236.0,,,Darkmoon Deck: Squalls,,,,,Epic,120.0,,,12.0,,,,,,,,,,
225.0,,225.0,,,,,,,,,,,,,,,,,Bwonsamdi's Bargain,,,,,Epic,120.0,,,12.0,,,,,,,,,225.0,
,,,,,,,,,,,,,,,,,,,Siren's Alchemist Stone,,,,,Uncommon,111.0,,,12.0,,,,,,,,,,59.0
225.0,,,,,,,,0.025,,,,,,,,,,,Clockwork Re-Sharpener,,,,,Epic,120.0,,,12.0,,,,,,,,,,
225.0,,,,,,,,,,,,,,,,,,,Landoi's Scrutiny,,,,,Epic,120.0,,,12.0,,,,,,,,,,
