agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,sturdiness,versatility
,,,19.0,,,,,120.0,,,22.0,,33.0,,22.0,Ethereal Windcrystal Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Warlock,,22.0,,100.0,,,,,33.0,-1215.0,22.0,Wild Combatant's Felweave Trousers,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Death knight,,,,,,,22.0,,33.0,1220.0,22.0,Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,,,,,120.0,,,,,33.0,,,Undying Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Warrior,,22.0,,120.0,,,22.0,,33.0,-1116.0,,Primal Gladiator's Plate Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,32.0,,,,,120.0,,,24.0,,33.0,,19.0,Ethereal Crystalhide Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Warrior,,22.0,,100.0,,,,,33.0,-1216.0,22.0,Wild Combatant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,32.0,Monk,,,,,,,,,,,,Primal Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,47.0,,,22.0,,100.0,,,22.0,,33.0,,,Wild Combatant's Leggings,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,,,85.0,,,13.0,,33.0,,32.0,Thunderpeak Legplates,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,Priest,,44.0,,85.0,,,,,33.0,,,Soulward Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,32.0,Monk,,,,,,,,,,,,Primal Gladiator's Copperskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,,,28.0,,85.0,,,16.0,,33.0,,,Thunderpeak Legguards,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,,,,,120.0,,,,,33.0,,,Aerial Acolyte's Trousers,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Rogue,,,,85.0,,,,,33.0,,44.0,Skulldugger Britches,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,,,120.0,,,,,33.0,,22.0,Primal Gladiator's Plate Leggings,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,22.0
,,,19.0,,,,,85.0,,,30.0,,33.0,,14.0,Snowblind Legwraps,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,70.0,,,,,100.0,,,22.0,,33.0,,22.0,Grokmar's Greaves of Fortification,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,Warlock,,,,120.0,,,22.0,,33.0,-1126.0,22.0,Primal Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Monk,,,,,,,22.0,,33.0,1224.0,22.0,Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,14.0,,100.0,,,,,33.0,,31.0,Pufferfish Demolition Legwraps,,,,Rare,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,25.0,,85.0,,,,,33.0,,17.0,Springrain Legguards,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
33.0,33.0,,46.0,,,,,120.0,,,,,33.0,,,Longshot Legguards,,,,Epic,,100.0,7.0,,,,,49.0,,,,
,,,70.0,,,,,120.0,,,,,33.0,,,Bouldercrush Legplates,,,,Epic,,100.0,7.0,,,,,49.0,33.0,33.0,,
33.0,33.0,,46.0,Hunter,,23.0,,85.0,,,,,33.0,,19.0,Trailseeker Legguards,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
,,,19.0,,,24.0,,120.0,,,19.0,,33.0,,,High Arcanist Leggings,,,,Epic,,100.0,7.0,,,,,49.0,,,,
33.0,33.0,,32.0,,,,,120.0,,,,,33.0,,,Railwalker Britches,,,,Epic,,100.0,7.0,,,,,49.0,,,,
,,,19.0,Priest,,,,85.0,,,23.0,,33.0,,19.0,Communal Leggings,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
33.0,33.0,,32.0,Druid,,23.0,,85.0,,,19.0,,33.0,,,Springrain Leggings,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
32.0,32.0,,32.0,Rogue,,18.0,,85.0,,,24.0,,32.0,,,Lightdrinker Britches,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,19.0,,,,,100.0,,,,,32.0,,,Fireflash Trousers,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Priest,,21.0,,100.0,,,21.0,,32.0,-1157.0,,Primal Aspirant's Satin Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Monk,,,,85.0,,,21.0,,32.0,-1232.0,21.0,Wild Aspirant's Ironskin Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Paladin,,21.0,,85.0,,,21.0,,32.0,-1288.0,,Warmongering Aspirant's Scaled Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Shaman,,24.0,,85.0,,,,,32.0,,,Streamtalker Legwraps,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,18.0
,,,19.0,Mage,,21.0,,85.0,,,21.0,,32.0,-1297.0,,Warmongering Aspirant's Silk Trousers,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Rogue,,21.0,,85.0,,,,,32.0,-1224.0,21.0,Wild Aspirant's Leather Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Priest,,,,100.0,,,21.0,,32.0,-1146.0,21.0,Primal Combatant's Satin Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,,,,,100.0,,,,,32.0,,,Legguards of Elemental Torment,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Rogue,,21.0,,85.0,,,,,32.0,-1290.0,21.0,Warmongering Aspirant's Leather Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Warrior,,,,85.0,,,18.0,,32.0,,,Oathsworn Legplates,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,24.0
32.0,32.0,,32.0,Monk,,24.0,,,,,,,32.0,,16.0,Mistdancer Britches,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Monk,,,,100.0,,,21.0,,32.0,-1166.0,21.0,Primal Aspirant's Ironskin Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Warlock,,24.0,,,,,18.0,,32.0,,,Felsoul Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Warrior,,,,100.0,,,23.0,,32.0,,19.0,Oathsworn Legplates,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,19.0,Warlock,,21.0,,85.0,,,,,32.0,-1226.0,21.0,Wild Aspirant's Felweave Trousers,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,85.0,,,18.0,,32.0,,,Heart-Lesion Legplates,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,24.0
32.0,32.0,,32.0,Rogue,,21.0,,85.0,,,,,32.0,-1235.0,21.0,Wild Aspirant's Leather Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,Shaman,,21.0,,85.0,,,21.0,,32.0,-1291.0,,Warmongering Aspirant's Ringmail Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Warlock,,21.0,,85.0,,,,,32.0,-1292.0,21.0,Warmongering Aspirant's Felweave Trousers,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,,,,18.0,,32.0,,,Heart-Lesion Legplates,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,24.0
,,,69.0,Death knight,,,,100.0,,,21.0,,32.0,-1151.0,21.0,Primal Aspirant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,32.0,Rogue,,21.0,,85.0,,,,,32.0,-1301.0,21.0,Warmongering Aspirant's Leather Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,100.0,,,16.0,,32.0,,24.0,Heart-Lesion Legplates,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,69.0,Warrior,,21.0,,85.0,,,21.0,,32.0,-1238.0,,Wild Aspirant's Plate Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Hunter,,24.0,,,,,,,32.0,,,Trailseeker Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,18.0
32.0,32.0,,32.0,Druid,,21.0,,100.0,,,21.0,,32.0,-1141.0,,Primal Combatant's Dragonhide Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Druid,,21.0,,85.0,,,21.0,,32.0,-1284.0,,Warmongering Aspirant's Dragonhide Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Mage,,21.0,,100.0,,,21.0,,32.0,-1154.0,,Primal Aspirant's Silk Trousers,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Warrior,,21.0,,85.0,,,21.0,,32.0,-1304.0,,Warmongering Aspirant's Plate Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Hunter,,,,85.0,,,21.0,,32.0,-1285.0,21.0,Warmongering Aspirant's Chain Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,85.0,,,21.0,,32.0,-1294.0,21.0,Warmongering Aspirant's Dreadplate Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,32.0,Monk,,,,85.0,,,21.0,,32.0,-1221.0,21.0,Wild Aspirant's Ironskin Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,,,,,85.0,,,21.0,,32.0,,,Plainsthunder Legguards,,,,Uncommon,,,7.0,,,,,47.0,32.0,32.0,,21.0
32.0,32.0,,46.0,,,22.0,,85.0,,,20.0,,32.0,,,Stormsteppe Leggings,,,,Uncommon,,,7.0,,,,,47.0,,,,
32.0,32.0,,31.0,,,,,85.0,,,,,32.0,,,Sabermaw Britches,,,,Uncommon,,99.0,7.0,,,,,47.0,,,,
32.0,32.0,,45.0,,,,,85.0,,,,,32.0,,,Sunspring Legguards,,,,Uncommon,,99.0,7.0,,,,,47.0,,,,
31.0,31.0,,45.0,,,21.0,,100.0,,,20.0,,31.0,,,Stonespite Scale Leggings,,,,Rare,,96.0,7.0,,,,,47.0,,,,
31.0,31.0,,31.0,,,19.0,,85.0,,,22.0,,31.0,,,Skysinger Breeches,,,,Uncommon,,,7.0,,,,,47.0,,,,
31.0,31.0,,44.0,,,,,85.0,,,,,31.0,,,Snarlthorn Legguards,,,,Uncommon,,98.0,7.0,,,,,46.0,,,,
31.0,31.0,,30.0,,,,,85.0,,,,,31.0,,,Shadeback Britches,,,,Uncommon,,97.0,7.0,,,,,46.0,,,,
30.0,30.0,,30.0,,,,,85.0,,,,,30.0,,,Ripfang Britches,,,,Uncommon,,96.0,7.0,,,,,45.0,,,,
,,,64.0,,,,,85.0,,,20.0,,29.0,,19.0,Sha'tari Keeper Legguards,,,,Uncommon,,,7.0,,,,,44.0,29.0,29.0,,
29.0,29.0,,29.0,,,,,85.0,,,,,29.0,,,Teroclaw Britches,,,,Uncommon,,95.0,7.0,,,,,44.0,,,,
,,,17.0,,,20.0,,100.0,,,,,29.0,,18.0,Steamburst Leggings,,,,Rare,,,7.0,,,,,43.0,,,,
29.0,29.0,,42.0,,,19.0,,100.0,,,,,29.0,,19.0,Wildwood Wrangler Leggings,,,,Rare,,,7.0,,,,,43.0,,,,
28.0,28.0,,40.0,,,,,85.0,,,,,28.0,,,Highland Legguards,,,,Uncommon,,93.0,7.0,,,,,42.0,,,,
,,,59.0,,,,,85.0,,,,,27.0,,,Rockspine Legplates,,,,Uncommon,,92.0,7.0,,,,,41.0,27.0,27.0,,
27.0,27.0,,40.0,,,,,85.0,,,,,27.0,,,Tangleheart Legguards,,,,Uncommon,,92.0,7.0,,,,,41.0,,,,
27.0,27.0,,39.0,,,,,85.0,,,,,27.0,,,Gronnling Legguards,,,,Uncommon,,91.0,7.0,,,,,40.0,,,,
,,,49.0,,,,,85.0,,,,,,,,Warped-Plate Leggings,,,,Poor,,100.0,7.0,,,,,,,,,
,,,13.0,,,,,85.0,,,,,,,,Vexing Armada,,,,Poor,,100.0,7.0,,,,,,,,,
,,,22.0,,,,,85.0,,,,,,,,Cracked Hide Pants,,,,Poor,,100.0,7.0,,,,,,,,,
,,,4.0,,,,,120.0,,,,,,,,Tournament Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,10.0,Paladin,,,,120.0,,,,,,1225.0,,Tournament Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,10.0,Death knight,,,,120.0,,,,,,1220.0,,Tournament Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,10.0,,,,,120.0,,,,,,,,Tournament Gladiator's Plate Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,4.0,Monk,,,,120.0,,,,,,1224.0,,Tournament Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,4.0,,,,,120.0,,,,,,,,Tournament Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
35.0,35.0,,47.0,Shaman,,23.0,,120.0,,,23.0,,35.0,-1258.0,,Warmongering Gladiator's Ringmail Kilt,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,19.0,Mage,,23.0,,120.0,,,23.0,,35.0,-1253.0,,Warmongering Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,19.0,Warlock,,,,,,,,,,,,Warmongering Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,23.0,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Leggings of Prowess,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,32.0,Monk,,,,,,,,,,,,Warmongering Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
35.0,35.0,,47.0,,,,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,52.0,,,,23.0
35.0,35.0,,32.0,Druid,,23.0,,120.0,,,23.0,,35.0,-1240.0,,Warmongering Gladiator's Dragonhide Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,19.0,,,,,120.0,,,,,35.0,,21.0,Warmongering Gladiator's Trousers of Cruelty,,,,Epic,,100.0,7.0,,,,,52.0,,,,25.0
,,,70.0,,,23.0,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Legplates,,,,Epic,,100.0,7.0,,,,,52.0,35.0,35.0,,
,,,19.0,Priest,,,,,,,,,,,,Warmongering Gladiator's Mooncloth Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
35.0,35.0,,32.0,,,,,120.0,,,23.0,,35.0,,23.0,Warmongering Gladiator's Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
35.0,35.0,,32.0,Druid,,23.0,,120.0,,,23.0,,35.0,-1251.0,,Warmongering Gladiator's Dragonhide Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,46.0,Shaman,,,,,,,,,,,,Wild Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Warrior,,23.0,,120.0,,,,,34.0,-1183.0,23.0,Wild Gladiator's Plate Legguards,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
34.0,34.0,,32.0,,,23.0,,120.0,,,,,34.0,,23.0,Wild Gladiator's Legguards,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,46.0,Shaman,,23.0,,120.0,,,23.0,,34.0,-1192.0,,Wild Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,46.0,Shaman,,,,,,,,,,,,Wild Gladiator's Linked Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,32.0,,,,,120.0,,,21.0,,34.0,,,Wild Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,24.0
,,,46.0,Hunter,,,,,,,,,,,,Wild Gladiator's Chain Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,46.0,,,,,120.0,,,,,34.0,,23.0,Wild Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,23.0
,,,46.0,Shaman,,,,,,,,,,,,Wild Gladiator's Mail Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Warrior,,23.0,,120.0,,,,,34.0,-1194.0,23.0,Wild Gladiator's Plate Legguards,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
34.0,34.0,,46.0,,,23.0,,120.0,,,23.0,,34.0,,,Wild Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,32.0,Monk,,,,,,,,,,,,Wild Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,46.0,Shaman,,23.0,,120.0,,,23.0,,34.0,1228.0,,Wild Gladiator's Ringmail Kilt,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,32.0,Druid,,23.0,,100.0,,,23.0,,34.0,-1262.0,,Warmongering Combatant's Dragonhide Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,,,,,120.0,,,23.0,,34.0,,23.0,Wild Gladiator's Legplates,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,19.0,,,23.0,,100.0,,,23.0,,34.0,,,Warmongering Combatant's Leggings of Prowess,,,,Rare,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,32.0,Monk,,,,120.0,,,23.0,,34.0,-1188.0,23.0,Wild Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,19.0,,,23.0,,120.0,,,23.0,,34.0,,,Wild Gladiator's Leggings of Prowess,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,46.0,Shaman,,23.0,,100.0,,,23.0,,34.0,-1280.0,,Warmongering Combatant's Ringmail Leggings,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Priest,,,,120.0,,,23.0,,34.0,-1179.0,23.0,Wild Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,32.0,Druid,,23.0,,100.0,,,23.0,,34.0,-1273.0,,Warmongering Combatant's Dragonhide Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Priest,,,,,,,,,,,,Wild Gladiator's Mooncloth Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,32.0,Rogue,,23.0,,120.0,,,,,34.0,-1180.0,23.0,Wild Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,46.0,Hunter,,,,100.0,,,23.0,,34.0,-1274.0,23.0,Warmongering Combatant's Chain Leggings,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,,,,,120.0,,,,,34.0,,23.0,Wild Gladiator's Plate Leggings,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,23.0
34.0,34.0,,32.0,,,23.0,,120.0,,,,,34.0,,23.0,Wild Gladiator's Legguards,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Priest,,,,,,,,,,,,Wild Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,46.0,Shaman,,23.0,,120.0,,,23.0,,34.0,-1181.0,,Wild Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,32.0,,,23.0,,100.0,,,,,34.0,,23.0,Warmongering Combatant's Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Warlock,,23.0,,120.0,,,,,34.0,-1182.0,23.0,Wild Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Mage,,23.0,,100.0,,,23.0,,34.0,-1275.0,,Warmongering Combatant's Silk Trousers,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,32.0,Druid,,,,,,,,,,,,Wild Gladiator's Kodohide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,32.0,,,,,120.0,,,17.0,,33.0,1261.0,27.0,Ironpelt Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Warlock,,,,85.0,,,44.0,,33.0,,,Ruinrain Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Death knight,,,,,,,,,33.0,,44.0,Inexorable Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,70.0,,,,,85.0,,,28.0,,33.0,,16.0,Soul-Trapper's Greaves,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,Priest,,,,,,,,,,,,Primal Gladiator's Mooncloth Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,,,120.0,,,22.0,,33.0,,22.0,Flawless Windcrystal Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,,,120.0,,,22.0,,33.0,-1112.0,22.0,Primal Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Hunter,,,,120.0,,,22.0,,33.0,-1119.0,22.0,Primal Gladiator's Chain Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,14.0,,85.0,,,,,33.0,,31.0,Leywalker Leggings,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,,,,,,,,33.0,,44.0,Nurturer Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,22.0,,120.0,,,,,33.0,,22.0,Primal Gladiator's Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,,,85.0,,,44.0,,33.0,,,Soulward Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Mage,,22.0,,120.0,,,22.0,,33.0,-1120.0,,Primal Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,,,,,,,,33.0,,44.0,Nurturer Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,22.0,,120.0,,,22.0,,33.0,,,Primal Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,,,120.0,,,18.0,,33.0,,,Flawless Crystal-Leaf Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,24.0
33.0,33.0,,32.0,Druid,,44.0,,85.0,,,,,33.0,,,Nurturer Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Rogue,,,,,,,44.0,,33.0,,,Skulldugger Britches,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Rogue,,22.0,,,,,,,33.0,1227.0,22.0,Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,14.0,,85.0,,,,,33.0,,,Runespeaker's Trousers,,,,Uncommon,,,7.0,,,,,50.0,,,,30.0
33.0,33.0,,47.0,Shaman,,22.0,,120.0,,,22.0,,33.0,-1114.0,,Primal Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,22.0,,100.0,,,22.0,,33.0,-1212.0,,Wild Combatant's Satin Leggings,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Demon hunter,,22.0,,85.0,,,22.0,,33.0,,,Illidari Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,,,,,,44.0,,33.0,,,Nurturer Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,,,100.0,,,14.0,,33.0,,31.0,The Houndmaster's Fancy Pants,,,,Rare,,98.0,7.0,,,,,50.0,,,,
,,,19.0,,,22.0,,120.0,,,22.0,,33.0,,,Primal Gladiator's Leggings of Prowess,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Warlock,,22.0,,100.0,,,,,33.0,-1204.0,22.0,Wild Combatant's Felweave Trousers,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,,,120.0,,,24.0,,33.0,,19.0,Acid-Grooved Gorenscale Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Rogue,,22.0,,100.0,,,,,33.0,-1213.0,22.0,Wild Combatant's Leather Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Hunter,,44.0,,,,,,,33.0,,,Warscout Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,31.0,,85.0,,,,,33.0,,,Snowblind Leggings,,,,Uncommon,,,7.0,,,,,50.0,,,,14.0
,,,19.0,Warlock,,44.0,,85.0,,,,,33.0,,,Leggings of the Doomed Ritual,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,,,120.0,,,,,33.0,,20.0,Primal Gladiator's Trousers of Cruelty,,,,Epic,,100.0,7.0,,,,,50.0,,,,24.0
,,,47.0,Shaman,,,,,,,,,,,,Primal Gladiator's Linked Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Warrior,,22.0,,100.0,,,,,33.0,-1205.0,22.0,Wild Combatant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,Warlock,,,,,,,22.0,,33.0,1229.0,22.0,Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Shaman,,22.0,,100.0,,,22.0,,33.0,-1214.0,,Wild Combatant's Ringmail Leggings,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,29.0,,100.0,,,15.0,,33.0,,,Drowned Champion's Greaves,,,,Rare,,98.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,,,120.0,,,22.0,,33.0,-1123.0,22.0,Primal Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,47.0,Hunter,,,,,,,,,,,,Primal Gladiator's Chain Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,,,85.0,,,27.0,,33.0,,17.0,Nightvale Leggings,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,120.0,,,,,33.0,,,Legguards of Determined Resolve,,,,Epic,,100.0,7.0,,,,,50.0,,,,
