agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
,,,24.0,,Mage,,,,100.0,,,41.0,,56.0,,,,Spell-Splintered Cowl,,,,Rare,,110.0,,1.0,,,,,,84.0,,,31.0
,,,84.0,,,,47.0,,70.0,,,,,51.0,,,19.0,Dead-Watcher Helmet,,,,Uncommon,,101.0,,1.0,,,,,,77.0,51.0,51.0,
,,,23.0,,,,,,100.0,,,41.0,,50.0,,,24.0,Cowl of Plumbed Depths,,,,Epic,,110.0,,1.0,,,,,,76.0,,,
,,,82.0,,,,,,100.0,,,,,49.0,,,,Praetorium Guard's Helmet,,,,Rare,,110.0,,1.0,,,,,,73.0,49.0,49.0,
,,,80.0,,Death knight,,,,100.0,,,,,47.0,,,,Dominant Gladiator's Dreadplate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Vindictive Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Ferocious Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Dominant Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Demonic Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,32.0,,70.0,,,26.0,,47.0,,,,Oathsworn Helm,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Fearless Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,26.0,,70.0,,,,,47.0,,,32.0,Sunsoul Helm,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Fearless Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,32.0,,70.0,,,,,47.0,,,26.0,Oathsworn Faceguard,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Cruel Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Dominant Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,,,100.0,,,,,47.0,,,,Fearless Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Mage,,,,,,,,,47.0,,,,Cruel Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Dominant Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,35.0,,70.0,,,,,47.0,,,23.0,Illidari Blindfold,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Fierce Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Cruel Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Ferocious Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Fierce Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Demonic Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Death knight,,,,,,,,,47.0,,,,Fierce Gladiator's Dreadplate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Fearless Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,70.0,,,30.0,,47.0,,,30.0,Springrain Helm,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Vindictive Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Vindictive Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Fearless Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Dominant Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Hunter,,,,70.0,,,26.0,,47.0,,,32.0,Trailseeker Helm,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Dominant Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Ferocious Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Fierce Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,100.0,,,,,47.0,,,,Demonic Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,70.0,,,26.0,,47.0,,,32.0,Mountainsage Hood,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Dominant Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,78.0,,,,38.0,,100.0,,,19.0,,44.0,,,,Visage of Brutish Iron,,,,Epic,,101.0,,1.0,,,,,,66.0,44.0,44.0,
,,,52.0,,,,,,,,,,,,,,,Coif of the Chosen Dead,,,,Epic,,110.0,,1.0,,,,,,,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Rogue,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Hunter,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Mage,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Hunter,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Druid,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Cruel Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Druid,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
41.0,41.0,,34.0,,,,20.0,,100.0,,,32.0,,41.0,,,,Soulstarve Hood,,,,Rare,,101.0,,1.0,,,,,,62.0,,,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Fierce Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Warrior,,,,100.0,,,,,40.0,,,,Dominant Combatant's Plate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,75.0,,Warrior,,,,85.0,,,,,40.0,,,,Vindictive Combatant's Plate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,34.0,,Rogue,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Leather Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Demonic Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Cruel Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Fierce Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,,,20.0,,100.0,,,,,40.0,,,32.0,Ley-Scarred Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Dominant Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Demonic Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Fierce Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Dominant Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Demonic Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,36.0,,100.0,,,,,40.0,,,16.0,Tideskorn Coif,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Dominant Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Dominant Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Warrior,,,,100.0,,,,,40.0,,,,Demonic Combatant's Plate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Vindictive Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Rogue,,,,100.0,,,,,40.0,,,,Fierce Combatant's Leather Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Shaman,,,,100.0,,,,,40.0,,,,Fierce Combatant's Ringmail Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Demonic Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Demonic Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Demonic Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Cruel Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Demonic Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Fearless Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Cruel Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Fierce Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Shaman,,,,100.0,,,,,40.0,,,,Dominant Combatant's Ringmail Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Cruel Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,38.0,,100.0,,,,,40.0,,,,Mardum Chain Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,14.0
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Cruel Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,75.0,,,,18.0,,100.0,,,,,40.0,,,,Wardbreaker Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,40.0,40.0,34.0
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Cruel Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Fierce Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Dominant Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Dominant Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Demonic Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Fearless Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Rogue,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Leather Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Fierce Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
35.0,35.0,,43.0,,,,,,85.0,,,,,35.0,,,,Battlebound Warhelm,,,,Rare,,101.0,,1.0,,,,,,53.0,,,
,,,65.0,,,,,,70.0,,,28.0,,33.0,,,16.0,Kuglaroth's Helm,,,,Uncommon,,,,1.0,,,,,,50.0,33.0,33.0,
,,,17.0,,,,,,70.0,,,,,33.0,,,,Hrydshal Cowl,,,,Uncommon,,101.0,,1.0,,,,,,50.0,,,
,,,17.0,,,,13.0,,70.0,,,,,33.0,,,,Adventurer's Excellent Circlet,,,,Uncommon,,,,1.0,,,,,,50.0,,,32.0
33.0,33.0,,29.0,,,,27.0,,85.0,,,17.0,,33.0,,,,Violet Guardian's Cowl,,,,Rare,,,,1.0,,,,,,50.0,,,
,,,,,,,,,,,,,,283.0,,,,Cap of the Wild Pyromancer,,,,Rare,,110.0,,1.0,,,,,,453.0,,,
283.0,283.0,,,,,,,,,,,,,283.0,,,,Blood Elder's Veil,,,,Rare,,110.0,,1.0,,,,,,453.0,,,
283.0,283.0,,,,,,,,85.0,,,,,283.0,,,,Hood of Dreadful Maladies,,,,Rare,,110.0,,1.0,,,,,,453.0,,,
,,,82.0,,,,,,,,,107.0,,149.0,,,52.0,Galetorn Crown,,,,Uncommon,,101.0,,1.0,,,,,,223.0,,,
,,,,,,,,,85.0,,,,,283.0,,,,Stained-Steel Pot Helm,,,,Rare,,110.0,,1.0,,,,,,453.0,283.0,283.0,
149.0,149.0,,203.0,,,,,,,,,104.0,,149.0,,,,Saurscale Coif,,,,Uncommon,,101.0,,1.0,,,,,,223.0,,,55.0
235.0,235.0,,120.0,,,,,,,,,,,235.0,,,,Honorbound Outrider's Faceguard,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
,,,71.0,,,,,,,,,,,235.0,,,,7th Legionnaire's Circlet,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,120.0,,,,,,,,,,,235.0,,,,Dread Combatant's Leather Helm,,,,Uncommon,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,175.0,,,,,,,,,,,235.0,,,,Honorbound Vanguard's Helm,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,120.0,,,,,,,,,,,235.0,,,,7th Legionnaire's Mask,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
,,,23.0,,,,,,70.0,,,45.0,,51.0,,,21.0,Galetorn Crown,,,,Uncommon,,101.0,,1.0,,,,,,77.0,,,
,,,23.0,,,,,,70.0,,,45.0,,51.0,,,21.0,Loa-Shaper's Crown,,,,Uncommon,,101.0,,1.0,,,,,,77.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Ferocious Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Hunter,,,,,,,,,47.0,,,,Fearless Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Fierce Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,30.0,,70.0,,,30.0,,47.0,,,,Felsoul Cowl,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,,,,,,47.0,,,,Ferocious Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,,,,,,47.0,,,,Fearless Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Death knight,,,,,,,,,47.0,,,,Vindictive Gladiator's Dreadplate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Cruel Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,,,,,,47.0,,,,Fierce Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Dominant Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Vindictive Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,26.0,,70.0,,,32.0,,47.0,,,,Sunsoul Headpiece,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Fearless Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Dominant Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Fearless Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Fearless Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Ferocious Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Vindictive Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Dominant Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,70.0,,,30.0,,47.0,,,30.0,Springrain Headpiece,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Fearless Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Death knight,,,,100.0,,,,,47.0,,,,Cruel Gladiator's Dreadplate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Priest,,23.0,,70.0,,,35.0,,47.0,,,,Communal Cowl,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Hunter,,,,,,,,,47.0,,,,Dominant Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Vindictive Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Ferocious Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Dominant Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Fearless Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,23.0,,70.0,,,,,47.0,,,35.0,Lightdrinker Hood,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Fierce Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Fearless Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Shaman,,32.0,,70.0,,,26.0,,47.0,,,,Streamtalker Coif,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Death knight,,,,100.0,,,,,47.0,,,,Fearless Gladiator's Dreadplate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Fierce Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Demonic Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,30.0,,70.0,,,30.0,,47.0,,,,Streamtalker Helm,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Dominant Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,100.0,,,,,47.0,,,,Fearless Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Cruel Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,21.0,,,,,,100.0,,,41.0,,45.0,,,17.0,Hood of Uncanny Perspectives,,,,Epic,,101.0,,1.0,,,,,,68.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Cruel Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Rogue,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Hunter,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
