agi,agiint,agistr,agistrint,arcres,armor,atkpwr,classes,cooldown,critstrkrtng,dodgertng,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
27.0,,,27.0,,13.0,,Rogue,,,,,,,27.0,1289.0,11.0,Doomblade Shadowwrap,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,23.0
36.0,,,36.0,,16.0,,Mage,,17.0,,,,,36.0,1326.0,27.0,Runebound Cape,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
36.0,,,36.0,,16.0,,,,,,,,18.0,36.0,,25.0,Drape of the Spirited Hunt,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
30.0,,,,,14.0,,Hunter,,,,,,20.0,,,18.0,Celerity of the Windrunners,,,,Legendary,101.0,3.0,16.0,,,,3.0,45.0,,,
36.0,,,36.0,,16.0,,Priest,,,,,,28.0,36.0,1323.0,,Gilded Seraph's Drape,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,15.0
,,,,,14.0,,Death knight,,22.0,,,,16.0,,,28.0,Acherus Drapes,,,,Legendary,101.0,,16.0,,,,,45.0,30.0,,
29.0,,,29.0,,14.0,,,,,,,,,29.0,,24.0,Embroidered Lightforged Drape,,,,Epic,110.0,,16.0,,,,,44.0,29.0,,13.0
27.0,,,27.0,,13.0,,Death knight,,,,,,,27.0,1281.0,23.0,Dreadwyrm Greatcloak,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,11.0
28.0,,,28.0,,14.0,,Hunter,,15.0,,,,21.0,28.0,1304.0,,Wildstalker Cape,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
69.0,,,69.0,,43.0,,,,21.0,,,,45.0,69.0,,,7th Legionnaire's Long Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
28.0,,,28.0,,14.0,,,,,,,,24.0,28.0,,12.0,Cloak of Stifling Brimstone,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
28.0,,,28.0,,14.0,,Warlock,,24.0,,,,,28.0,1311.0,,Diabolic Shroud,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,12.0
69.0,,,69.0,,43.0,,,,,,,,26.0,69.0,,40.0,Honorbound Outrider's Drape,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
,,,,,14.0,,Priest,,25.0,,,,,30.0,,13.0,"X'anshi, Shroud of Archbishop Benedictus",,,,Legendary,101.0,,16.0,,,,,45.0,,,
27.0,,,27.0,,13.0,,,,10.0,,,,,27.0,,24.0,Cloak of Multitudinous Sheaths,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
36.0,,,36.0,,16.0,,Monk,,25.0,,,,18.0,36.0,1325.0,,Cloak of Chi'Ji,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
27.0,,,27.0,,13.0,,Warlock,,,,,,12.0,27.0,1291.0,,Cloak of Azj'Aqir,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,21.0
27.0,,,27.0,,13.0,,Demon hunter,,22.0,,,,,27.0,1282.0,11.0,Cape of Second Sight,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
30.0,,,,,14.0,,Rogue,,22.0,,,,,,,16.0,The Dreadlord's Deceit,,,,Legendary,101.0,,16.0,,,,,45.0,,,
28.0,,,28.0,,14.0,,Paladin,,,,,,22.0,28.0,1307.0,,Radiant Lightbringer Cape,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,14.0
27.0,,,27.0,,13.0,,Hunter,,,,,,,27.0,1284.0,24.0,Eagletalon Cloak,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,10.0
27.0,,,27.0,,13.0,,Priest,,,,,,,27.0,1288.0,11.0,Purifier's Drape,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,22.0
28.0,,,28.0,,14.0,,Priest,,23.0,,,,,28.0,1308.0,13.0,Shawl of Blind Absolution,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
36.0,,,36.0,,16.0,,Paladin,,25.0,,,,,36.0,1324.0,,Light's Vanguard Greatcloak,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,18.0
23.0,,,23.0,,12.0,,Priest,,,,,,,23.0,,,Demonic Combatant's Drape of Piety,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
36.0,,,36.0,,16.0,,Demon hunter,,17.0,,,,,36.0,1329.0,27.0,Felreaper Drape,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
30.0,,,,,14.0,,Demon hunter,,18.0,,,,20.0,,,,Chaos Theory,,,,Legendary,101.0,,16.0,,,,,45.0,,,
,,,,,14.0,,Paladin,,25.0,,,,13.0,30.0,,,Whisper of the Nathrezim,,,,Legendary,101.0,,16.0,,,,,45.0,30.0,30.0,
29.0,,,29.0,,14.0,,,,,,,,14.0,29.0,,,Cloak of the Master at Arms,,,,Rare,101.0,,16.0,,,,,44.0,29.0,,24.0
27.0,,,27.0,,13.0,,Shaman,,,,,,12.0,27.0,1290.0,21.0,Cloak of Shackled Elements,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Imbued Silkweave Drape,,,,Epic,110.0,,16.0,,,,,35.0,23.0,,
36.0,,,36.0,,16.0,,Rogue,,17.0,,,,,36.0,1322.0,,Cloak of the Dashing Scoundrel,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,26.0
36.0,,,36.0,,16.0,,Warlock,,23.0,,,,20.0,36.0,1320.0,,Grim Inquisitor's Cloak,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
36.0,,,36.0,,16.0,,Death knight,,,,,,19.0,36.0,1330.0,24.0,Dreadwake Greatcloak,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
25.0,,,25.0,,13.0,,,,12.0,,,,,25.0,,19.0,Drape of the Patient Hunter,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,
28.0,,,28.0,,14.0,,Warrior,,12.0,,,,,28.0,1312.0,24.0,Titanic Onslaught Cloak,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
27.0,,,27.0,,13.0,,Druid,,,,,,9.0,27.0,1283.0,,Cloak of the Astral Warden,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,25.0
27.0,,,27.0,,13.0,,Monk,,22.0,,,,11.0,27.0,1286.0,,Cloak of Enveloped Dissonance,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
69.0,,,69.0,,43.0,,"Warrior,Paladin,Death knight",,,,,,21.0,69.0,,,Honorbound Centurion's Long Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,45.0
36.0,,,36.0,,16.0,,Shaman,,,,,,,36.0,1321.0,27.0,Drape of Venerated Spirits,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,17.0
27.0,,,27.0,,13.0,,Paladin,,,,,,25.0,27.0,1287.0,9.0,Greatmantle of the Highlord,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
36.0,,,36.0,,16.0,,Druid,,26.0,,,,,36.0,1328.0,,Bearmantle Cloak,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,18.0
36.0,,,36.0,,16.0,,Hunter,,,,,,,36.0,1327.0,24.0,Serpentstalker Drape,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,19.0
23.0,,,23.0,,12.0,,,,,,,,,23.0,,19.0,Cloak of the Unending Assault,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,10.0
23.0,,,23.0,,12.0,,,,11.0,,,,,23.0,,18.0,Cadet's Gaudy Scarf,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
28.0,,,28.0,,14.0,,Demon hunter,,,,,,24.0,28.0,1302.0,,Demonbane Shroud,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,12.0
28.0,,,28.0,,14.0,,Druid,,14.0,,,,22.0,28.0,1303.0,,Stormheart Drape,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
28.0,,,28.0,,14.0,,Mage,,,,,,,28.0,1305.0,13.0,Drape of the Arcane Tempest,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,23.0
27.0,,,27.0,,13.0,,,,,,,,25.0,27.0,,,Astromancer's Greatcloak,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,9.0
27.0,,,27.0,,13.0,,,,25.0,,,,9.0,27.0,,,Fashionable Autumn Cloak,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
25.0,,,25.0,,13.0,,,,22.0,,,,,25.0,,9.0,Giant's Handkerchief,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,
28.0,,,28.0,,14.0,,,,,,,,,28.0,,21.0,Shroud of the Drowned Adherent,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,15.0
69.0,,,69.0,,43.0,,"Priest,Mage,Warlock",,,,,,26.0,69.0,,40.0,Honorbound Artificer's Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
30.0,,,,,14.0,,Rogue,,20.0,,,,,,,18.0,The Curse of Restlessness,,,,Legendary,101.0,,16.0,,,,,45.0,,,
25.0,,,25.0,,13.0,,,,10.0,,,,21.0,25.0,,,Evergreen Vinewrap Drape,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,
36.0,,,36.0,,16.0,,,,23.0,,,,,36.0,,20.0,Cloak of the Burning Vanguard,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
28.0,,,28.0,,14.0,,Shaman,,15.0,,,,,28.0,1310.0,,Drape of the Skybreaker,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,21.0
28.0,,,28.0,,14.0,,Death knight,,,,,,20.0,28.0,1301.0,16.0,Gravewarden Cloak,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
27.0,,,27.0,,13.0,,,,,,,,11.0,27.0,,23.0,Cloak of Temporal Recalibration,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
,,,,,14.0,,Warrior,,22.0,,,,,,,16.0,"Kazzalax, Fujieda's Fury",,,,Legendary,101.0,,16.0,,,,,45.0,30.0,,
23.0,,,23.0,,12.0,,,,18.0,,,,10.0,23.0,,,Treia's Handcrafted Shroud,,,,Epic,101.0,,16.0,,,,,35.0,23.0,,
,,,,,14.0,,Warlock,,,,,,13.0,30.0,,25.0,Reap and Sow,,,,Legendary,101.0,,16.0,,,,,45.0,,,
36.0,,,36.0,,16.0,,,,20.0,,,,23.0,36.0,,,Greatcloak of the Dark Pantheon,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,
26.0,,,26.0,,13.0,,Demon hunter,,,,,,,26.0,,,Cruel Gladiator's Demonthread Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
25.0,,,25.0,,13.0,,,,,,,,20.0,25.0,,11.0,Imp Mother's Loincloth,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,
25.0,,,25.0,,13.0,,,,9.0,,,,23.0,25.0,,,Windwhipped Greatcloak,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,
25.0,,,25.0,,13.0,,,,12.0,,,,,25.0,,19.0,Despoiled Dreamthread Cloak,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,
25.0,,,25.0,,13.0,,,,11.0,,,,,25.0,,,Drape of Shame,,,,Epic,101.0,,16.0,,,,,37.0,25.0,,20.0
25.0,,,25.0,,13.0,,,,13.0,,,,,25.0,,18.0,Gossamer-Spun Greatcloak,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,
23.0,,,23.0,,12.0,,Mage,,,,,,,23.0,,,Demonic Combatant's Silken Shawl,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
30.0,,,,,14.0,,Hunter,,,,,,18.0,,,20.0,Unseen Predator's Cloak,,,,Legendary,101.0,,16.0,,,,,45.0,,,
25.0,,,25.0,,13.0,,,,22.0,,,,,25.0,1299.0,9.0,Wine-Stained Mantle,,,,Epic,101.0,,16.0,,,,,38.0,25.0,,
24.0,,,24.0,,13.0,,Paladin,,,,,,,24.0,,,Fearless Gladiator's Greatcloak of Faith,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
69.0,,,69.0,,43.0,,"Hunter,Shaman",,45.0,,,,21.0,69.0,,,7th Legionnaire's Chain Drape,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
,,,,,14.0,,Priest,,22.0,,,,16.0,30.0,,,Zeks Exterminatus,,,,Legendary,101.0,,16.0,,,,,45.0,,,
30.0,30.0,,,,14.0,,Monk,,,,,,20.0,30.0,,18.0,Doorway to Nowhere,,,,Legendary,101.0,,16.0,,,,,45.0,,,
25.0,,,25.0,,13.0,,,,,,,,,25.0,,21.0,Coerced Wizard's Cloak,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,11.0
23.0,,,23.0,,12.0,,,,,,,,9.0,23.0,,20.0,Nightborne Noble's Cloak,,,,Uncommon,101.0,,16.0,,,3.5,,35.0,23.0,,
69.0,,,69.0,,43.0,,"Priest,Mage,Warlock",,21.0,,,,45.0,69.0,,,7th Legionnaire's Silk Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,"Hunter,Shaman",,,,,,21.0,69.0,,,Honorbound Vanguard's Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,45.0
27.0,,,27.0,,13.0,,,,18.0,,,,,27.0,,,Dreadlord's Tattered Wingcover,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,15.0
27.0,,,27.0,,13.0,,,,,,,,19.0,27.0,,15.0,Aristocrat's Winter Drape,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
25.0,,,25.0,,13.0,,,,,,,,13.0,25.0,,19.0,Ragged Azsharan Sail Fragment,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,
23.0,,,23.0,,12.0,,,,,,,,21.0,23.0,,,Shadowfeather Shawl,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,8.0
28.0,,,28.0,,14.0,,Monk,,,,,,,28.0,1306.0,14.0,Xuen's Cloak,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,22.0
26.0,,,26.0,,13.0,,Warrior,,,,,,,26.0,,,Cruel Gladiator's Cloak of Battle,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
25.0,,,25.0,,13.0,,,,22.0,,,,,25.0,,,Drape of the Mana-Starved,,,,Epic,110.0,,16.0,,,,,38.0,25.0,,9.0
36.0,,,36.0,,16.0,,Warrior,,,,,,17.0,36.0,1319.0,,Juggernaut Cloak,,,,Epic,110.0,,16.0,,,,,54.0,36.0,,26.0
27.0,,,27.0,,13.0,,Warrior,,,,,,11.0,27.0,1292.0,,Greatcloak of the Obsidian Aspect,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,23.0
25.0,,,25.0,,13.0,,,,,,,,13.0,25.0,,,Mantle of the Victorious Dead,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,18.0
23.0,,,23.0,,12.0,,,,,,,,,23.0,,20.0,Cloak of Martayl Oceanstrider,,,,Epic,101.0,,16.0,,,,,35.0,23.0,,8.0
23.0,,,23.0,,12.0,,Rogue,,,,,,,23.0,,,Demonic Combatant's Shadowcape,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
69.0,,,69.0,,43.0,,,,,,,,26.0,69.0,,40.0,7th Legionnaire's Greatcloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
27.0,,,27.0,,13.0,,Mage,,21.0,,,,,27.0,1285.0,13.0,Cloak of Everburning Knowledge,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,
26.0,,,26.0,,13.0,,,,,,,,,26.0,,,Vindictive Gladiator's Ironskin Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
24.0,,,24.0,,13.0,,Rogue,,,,,,,24.0,,,Cruel Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
69.0,,,69.0,,43.0,,"Warrior,Paladin,Death knight",,,,,,26.0,69.0,,,Dread Aspirant's Cape,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,40.0
29.0,,,29.0,,14.0,,,,22.0,,,,,29.0,,,Dignitary's Traveling Cloak,,,,Rare,101.0,,16.0,,,,,44.0,29.0,,15.0
,,,,,13.0,,,,,,,,,,,,Wrap of the Chosen Dead,,,,Epic,110.0,,16.0,,,,,,,,
,,,,,13.0,,,,,,,,,,,,Cloak of the Chosen Dead,,,,Epic,110.0,,16.0,,,,,,,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Imbued Silkweave Cover,,,,Epic,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Imbued Silkweave Flourish,,,,Epic,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,Paladin,,,,,,,23.0,,,Vindictive Combatant's Greatcloak of Faith,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,9.0,,,,20.0,23.0,,,Tribal Unification Cloak,,,,Uncommon,101.0,,16.0,,,3.5,,35.0,23.0,,
69.0,,,69.0,,43.0,,,,40.0,,,,,69.0,,26.0,Dread Aspirant's Greatcloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
30.0,,,,,14.0,,Demon hunter,,,,,,22.0,,,,Cloak of Fel Flames,,,,Legendary,101.0,,16.0,,,,,45.0,,,16.0
26.0,,,26.0,,13.0,,Rogue,,,,,,,26.0,,,Fearless Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
,,,,,13.0,,,,,,,,,,,,Drape of the Chosen Dead,,,,Epic,110.0,,16.0,,,,,,,,
24.0,,,24.0,,13.0,,Shaman,,,,,,,24.0,,,Vindictive Gladiator's Totemic Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Warlock,,,,,,,24.0,,,Cruel Gladiator's Felweave Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Warrior,,,,,,,24.0,,,Cruel Gladiator's Cloak of Battle,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
23.0,,,23.0,,12.0,,,,19.0,,,,,23.0,,10.0,Iceblood Shroud,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,Priest,,,,,,,23.0,,,Demonic Combatant's Drape of Piety,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
69.0,,,69.0,,43.0,,"Priest,Mage,Warlock",,26.0,,,,40.0,69.0,,,Dread Aspirant's Cloak,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,"Warrior,Paladin,Death knight",,,,,,26.0,69.0,,,Dread Aspirant's Cape,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,40.0
36.0,,,36.0,,16.0,,,,,,,,,36.0,,,Tidespray Linen Cloak of the Feather,,,,Uncommon,110.0,,16.0,,,,,54.0,36.0,,
28.0,,,28.0,,14.0,,Rogue,,21.0,,,,15.0,28.0,1309.0,,Fanged Slayer's Shroud,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
26.0,,,26.0,,13.0,,Monk,,,,,,,26.0,,,Fearless Gladiator's Ironskin Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Paladin,,,,,,,26.0,,,Cruel Gladiator's Greatcloak of Faith,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Demon hunter,,,,,,,26.0,,,Fearless Gladiator's Demonthread Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Rogue,,,,,,,26.0,,,Cruel Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
25.0,,,25.0,,13.0,,,,,,,,20.0,25.0,,11.0,Drape of the Unworthy,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,
,,,,,13.0,,,,,,,,,,,,Greatcloak of the Chosen Dead,,,,Epic,110.0,,16.0,,,,,,,,
24.0,,,24.0,,13.0,,Paladin,,,,,,,24.0,,,Cruel Gladiator's Greatcloak of Faith,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Rogue,,,,,,,24.0,,,Vindictive Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,,,,,,,,24.0,,,Vindictive Gladiator's Demonthread Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,10.0,Mainsail Cloak,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,19.0
23.0,,,23.0,,12.0,,Warlock,,,,,,,23.0,,,Demonic Combatant's Felweave Cloak,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Vindictive Combatant's Demonthread Cloak,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
28.0,,,28.0,,14.0,,,,22.0,,,,14.0,28.0,,,Cape of Mindless Fury,,,,Epic,110.0,,16.0,,,,,43.0,28.0,,
26.0,,,26.0,,13.0,,Warrior,,,,,,,26.0,,,Demonic Gladiator's Cloak of Battle,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Paladin,,,,,,,26.0,,,Vindictive Gladiator's Greatcloak of Faith,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
25.0,,,25.0,,13.0,,,,15.0,,,,17.0,25.0,,,Fen Summoner's Cloak,,,,Uncommon,,,16.0,,,,,38.0,25.0,,
25.0,,,25.0,,13.0,,,,,,,,10.0,25.0,,21.0,Cloak of Sweltering Flame,,,,Epic,101.0,,16.0,,,,,37.0,25.0,,
24.0,,,24.0,,13.0,,Mage,,,,,,,24.0,,,Fierce Gladiator's Silken Shawl,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Monk,,,,,,,24.0,,,Fierce Gladiator's Ironskin Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Hunter,,,,,,,24.0,,,Ferocious Gladiator's Drape of the Tracker,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Priest,,,,,,,24.0,,,Cruel Gladiator's Drape of Piety,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Rogue,,,,,,,24.0,,,Fearless Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Paladin,,,,,,,24.0,,,Vindictive Gladiator's Greatcloak of Faith,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
23.0,,,23.0,,12.0,,,,18.0,,,,11.0,23.0,,,Cape of the Duskwatch,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,11.0,,,,,23.0,,18.0,Drape of Vile Misfortune,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,19.0,,,,,23.0,,10.0,Cloak of Unwavering Loyalty,,,,Rare,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Vindictive Combatant's Drape of the Tracker,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,,,,,18.0,23.0,,,Trembling Mightstone Drape,,,,Uncommon,101.0,,16.0,,,3.5,,35.0,23.0,,11.0
23.0,,,23.0,,12.0,,Death knight,,,,,,,23.0,,,Fierce Combatant's Dreadcloak,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,Hunter,,,,,,,23.0,,,Ferocious Combatant's Drape of the Tracker,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,,,,,18.0,23.0,,12.0,Cloak of the Everliving Keeper,,,,Rare,,,16.0,,,,,34.0,23.0,,
18.0,,,18.0,,11.0,,,,,,,,,18.0,,,Unifying Drape,,,,Uncommon,101.0,,16.0,,,,,28.0,18.0,,
29653.0,,,29653.0,,10804.0,,,,463.0,,,,,29653.0,,,7.3 Raid - World Boss - Keeper Aedis - Cloak 1,,,,Epic,110.0,,16.0,,,1.61,,44483.0,29653.0,,550.0
18610.0,,,18610.0,,6790.0,,,,,,,,510.0,18610.0,,330.0,8.0 - PH Dungeon - MC Cloak,,,,Rare,110.0,,16.0,,,,,27917.0,18610.0,,
36.0,,,36.0,,16.0,,,,,,,,,36.0,,,Tidespray Linen Cloak of Resilience,,,,Uncommon,110.0,,16.0,,,,,54.0,36.0,,
30.0,30.0,,,,14.0,,Monk,,,,,,25.0,30.0,,13.0,"Cenedril, Reflector of Hatred",,,,Legendary,101.0,,16.0,,,,,45.0,,,
27.0,,,27.0,,13.0,,,,,,,,,27.0,,13.0,Feathermane Feather Cloak,,,,Epic,110.0,,16.0,,,,,40.0,27.0,,21.0
26.0,,,26.0,,13.0,,Death knight,,,,,,,26.0,,,Cruel Gladiator's Dreadcloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Monk,,,,,,,26.0,,,Fearless Gladiator's Ironskin Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,,,,,,,,26.0,,,Vindictive Gladiator's Drape of the Tracker,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Warrior,,,,,,,26.0,,,Vindictive Gladiator's Cloak of Battle,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
26.0,,,26.0,,13.0,,Druid,,,,,,,26.0,,,Fearless Gladiator's Dragonhide Cloak,,,,Epic,110.0,,16.0,,,,,39.0,26.0,,
24.0,,,24.0,,13.0,,Rogue,,,,,,,24.0,,,Vindictive Gladiator's Shadowcape,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Warrior,,,,,,,24.0,,,Fierce Gladiator's Cloak of Battle,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Priest,,,,,,,24.0,,,Demonic Gladiator's Drape of Piety,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Druid,,,,,,,24.0,,,Fierce Gladiator's Dragonhide Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Warlock,,,,,,,24.0,,,Dominant Gladiator's Felweave Cloak,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Mage,,,,,,,24.0,,,Cruel Gladiator's Silken Shawl,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
24.0,,,24.0,,13.0,,Mage,,,,,,,24.0,,,Vindictive Gladiator's Silken Shawl,,,,Epic,110.0,,16.0,,,,,36.0,24.0,,
23.0,,,23.0,,12.0,,,,,,,,,23.0,,,Imbued Silkweave Shade,,,,Epic,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,Warrior,,,,,,,23.0,,,Demonic Combatant's Cloak of Battle,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,10.0,,,,19.0,23.0,,,Nethercaller Cloak,,,,Uncommon,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,,,9.0,,,,20.0,23.0,,,Twisted-Ritualist's Shawl,,,,Uncommon,101.0,,16.0,,,,,35.0,23.0,,
23.0,,,23.0,,12.0,,Mage,,,,,,,23.0,,,Demonic Combatant's Silken Shawl,,,,Rare,110.0,,16.0,,,,,35.0,23.0,,
