agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
162.0,162.0,,131.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Leather Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,,,
,,,78.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Satin Belt,,,,Epic,,120.0,6.0,,,,,243.0,,,
,,,63.0,,,72.0,,40.0,,,55.0,123.0,,,Faceless Follower's Waistcord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
111.0,111.0,,96.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Leather Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,49.0,,,,,40.0,,,,93.0,,,Saurifeather Belt,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,83.0,,,,,50.0,,,52.0,93.0,,37.0,Sythian Swiftbelt,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,49.0,,,46.0,,50.0,,,42.0,93.0,,,Dread Vulture Waistcord,,,,Rare,,120.0,6.0,,,,,139.0,,,
195.0,195.0,,149.0,,,65.0,,55.0,,,,195.0,,,Notorious Gladiator's Leather Belt,,,,Epic,,120.0,6.0,,,,,293.0,,,100.0
178.0,178.0,,140.0,,,,,55.0,,,,178.0,,99.0,Bloodstorm Buckle,,,,Epic,,120.0,6.0,,,,,267.0,,,58.0
93.0,93.0,,83.0,,,,,,,,,93.0,,,Crimsonwood Belt,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,83.0,,,,,40.0,,,,93.0,,,Freehold Belt,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,25.0,,50.0,,,,93.0,,,Barksnapper Girdle,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,64.0
326.0,326.0,,317.0,,,124.0,,55.0,,,,326.0,,,Mekgineer's Utility Belt,,,,Epic,,120.0,6.0,,,,,489.0,,,83.0
258.0,258.0,,181.0,Demon hunter,,97.0,,40.0,,,91.0,258.0,,,Illidari Belt,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
195.0,195.0,,149.0,,,65.0,,55.0,,,,195.0,,,Notorious Gladiator's Leather Belt,,,,Epic,,120.0,6.0,,,,,293.0,,,100.0
,,,326.0,,,,,55.0,,,100.0,195.0,,,Notorious Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,65.0
195.0,195.0,,149.0,,,100.0,,55.0,,,,195.0,,65.0,Sinister Gladiator's Leather Belt,,,,Epic,,120.0,6.0,,,,,293.0,,,
186.0,186.0,,144.0,,,77.0,,55.0,,,84.0,186.0,,,Deathstalker's Belt,,,,Rare,,120.0,6.0,,,,,279.0,,,
,,,82.0,,,62.0,,55.0,,,,178.0,,,Sea Priest's Waistcord,,,,Epic,,120.0,6.0,,,,,267.0,,,96.0
123.0,123.0,,107.0,,,,,40.0,,,80.0,123.0,,,Feralbark Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
93.0,93.0,,83.0,,,48.0,,50.0,,,,93.0,,40.0,Fairweather Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
326.0,326.0,,216.0,,,111.0,,55.0,,,,326.0,,95.0,Mekgineer's Championship Belt,,,,Epic,,120.0,6.0,,,,,489.0,,,
195.0,195.0,,218.0,,,,,55.0,,,107.0,195.0,,58.0,Notorious Gladiator's Chain Clasp,,,,Epic,,120.0,6.0,,,,,293.0,,,
186.0,186.0,,144.0,,,,,55.0,,,77.0,186.0,,84.0,Protector's Tangleroot Belt,,,,Epic,,120.0,6.0,,,,,279.0,,,
,,,306.0,,,106.0,,55.0,,,,178.0,,52.0,Hullplate Girdle,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
155.0,155.0,,187.0,,,60.0,,55.0,,,,155.0,,86.0,Girdle of the Scroll-Sages,,,,Epic,,120.0,6.0,,,,,232.0,,,
123.0,123.0,,107.0,,,,,40.0,,,,123.0,,80.0,Frosthoof Waistcord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
123.0,123.0,,156.0,,,72.0,,40.0,,,,123.0,,,Headshrinker's Waistguard,,,,Uncommon,,120.0,6.0,,,,,184.0,,,55.0
123.0,123.0,,156.0,,,,,40.0,,,61.0,123.0,,66.0,Mrrglurggl Girdle,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
,,,210.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Plate Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,
,,,182.0,,,52.0,,50.0,,,37.0,93.0,,,Bleakweald Waistguard,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,49.0,,,52.0,,50.0,,,37.0,93.0,,,Squallshaper Cinch,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,,,40.0,,,,93.0,,,Torgashell Greatbelt,,,,Uncommon,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,73.0,,,,,40.0,,,,56.0,,,Monel-Hardened Waistguard,,,,Uncommon,,111.0,6.0,,,,,84.0,56.0,56.0,
56.0,56.0,,33.0,,,,,40.0,,,,56.0,,,Coarse Leather Waistguard,,,,Uncommon,,111.0,6.0,,,,,84.0,,,
,,,128.0,,,,,55.0,,,,326.0,,78.0,Silken Safety Harness,,,,Epic,,120.0,6.0,,,,,489.0,,,128.0
,,,88.0,,,,,55.0,,,110.0,195.0,,54.0,Notorious Gladiator's Silk Cord,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,326.0,,,65.0,,55.0,,,,195.0,,100.0,Notorious Gladiator's Plate Clasp,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,
,,,280.0,,,60.0,,55.0,,,,155.0,,,Girdle of Scavenged Plates,,,,Epic,,120.0,6.0,,,,,232.0,155.0,155.0,86.0
123.0,123.0,,156.0,,,55.0,,40.0,,,72.0,123.0,,,Voodoo Stalker's Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
,,,57.0,,,,,55.0,,,65.0,111.0,,55.0,Cord of the Pious Warder,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,57.0,,,,,55.0,,,,111.0,,49.0,Belt of Undying Devotion,,,,Rare,,120.0,6.0,,,,,167.0,,,70.0
,,,182.0,,,,,55.0,,,34.0,93.0,,,Dread Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,139.0,93.0,93.0,54.0
,,,49.0,,,52.0,,50.0,,,37.0,93.0,,,Shadra Silk Sash,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,49.0,,,,,40.0,,,,93.0,,,Bloodhex Cord,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,,,55.0,,,34.0,93.0,,,Dread Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,139.0,93.0,93.0,54.0
,,,20.0,,,,,40.0,,,,56.0,,,Tidespray Linen Belt,,,,Uncommon,,111.0,6.0,,,,,84.0,,,
,,,128.0,,,,,55.0,,,93.0,326.0,,,Ringmaster's Cummerbund,,,,Epic,,120.0,6.0,,,,,489.0,,,114.0
326.0,326.0,,216.0,,,109.0,,55.0,,,,326.0,,,Mad King's Sporran,,,,Epic,,120.0,6.0,,,,,489.0,,,97.0
,,,475.0,,,,,55.0,,,,326.0,,,Tempered Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,489.0,326.0,326.0,
,,,107.0,Warlock,,89.0,,40.0,,,98.0,258.0,,,Felsoul Cord,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
,,,398.0,Paladin,,89.0,,40.0,,,,258.0,,98.0,Sunsoul Waistband,,,,Uncommon,,120.0,6.0,,,,,387.0,258.0,258.0,
195.0,195.0,,218.0,,,95.0,,50.0,,,69.0,195.0,,,Notorious Aspirant's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,88.0,,,110.0,,55.0,,,,195.0,,,Notorious Gladiator's Silk Sash,,,,Epic,,120.0,6.0,,,,,293.0,,,54.0
178.0,178.0,,205.0,,,85.0,,55.0,,,72.0,178.0,,,Waistguard of Elemental Resistance,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,82.0,,,58.0,,55.0,,,99.0,178.0,,,Cord of Septic Envelopment,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,82.0,,,,,55.0,,,96.0,178.0,,,Cord of Animated Contagion,,,,Epic,,120.0,6.0,,,,,267.0,,,62.0
,,,288.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Plate Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,162.0,162.0,
,,,75.0,,,82.0,,55.0,,,64.0,155.0,,,Sailing Master's Sash,,,,Epic,,120.0,6.0,,,,,232.0,,,
,,,63.0,,,,,40.0,,,50.0,123.0,,77.0,Spider Acolyte's Cord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
,,,57.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Satin Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,57.0,,,,,55.0,,,68.0,111.0,,52.0,Redhook's Cummerbund,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,182.0,,,,,,,,,93.0,,,Ashvane Company Girdle,,,,Uncommon,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,182.0,,,50.0,,50.0,,,39.0,93.0,,,Greatbelt of Rezan's Bladeguard,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,49.0,,,,,40.0,,,,93.0,,,Skycaller Sash,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,83.0,,,33.0,,50.0,,,56.0,93.0,,,Blue-Ribbon Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,121.0,,,,,50.0,,,56.0,93.0,,,Foreman's Stability Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,33.0
93.0,93.0,,83.0,,,,,55.0,,,,93.0,,34.0,Dread Gladiator's Leather Belt,,,,Epic,,120.0,6.0,,,,,139.0,,,54.0
,,,49.0,,,46.0,,50.0,,,42.0,93.0,,,Bloodbough Cord,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,458.0,,,,,55.0,,,,311.0,,,Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,466.0,311.0,311.0,
,,,398.0,Death knight,,97.0,,40.0,,,,258.0,,91.0,Heart-Lesion Girdle,,,,Uncommon,,120.0,6.0,,,,,387.0,258.0,258.0,
,,,384.0,,,,,55.0,,,,247.0,,,Emblazoned Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,
,,,384.0,,,,,,,,,247.0,,,Enhanced Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,
,,,348.0,,,,,55.0,,,,214.0,,,Imbued Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,321.0,214.0,214.0,
195.0,195.0,,218.0,,,58.0,,55.0,,,,195.0,,,Notorious Gladiator's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,107.0
,,,85.0,,,,,55.0,,,70.0,186.0,,91.0,Ivus' Tanglemoss Waistcord,,,,Epic,,120.0,6.0,,,,,279.0,,,
186.0,186.0,,144.0,,,,,55.0,,,77.0,186.0,,84.0,Protector's Tangleroot Belt,,,,Epic,,120.0,6.0,,,,,279.0,,,
,,,82.0,,,,,55.0,,,,178.0,,99.0,Cord of Flowing Sands,,,,Epic,,120.0,6.0,,,,,267.0,,,58.0
178.0,178.0,,140.0,,,96.0,,55.0,,,,178.0,,,Avian Clutch Belt,,,,Epic,,120.0,6.0,,,,,267.0,,,62.0
178.0,178.0,,205.0,,,,,55.0,,,,178.0,,89.0,Cincture of Profane Deeds,,,,Epic,,120.0,6.0,,,,,267.0,,,68.0
178.0,178.0,,205.0,,,85.0,,55.0,,,,178.0,,,Coven Buster's Waistguard,,,,Epic,,120.0,6.0,,,,,267.0,,,72.0
,,,306.0,,,,,55.0,,,,178.0,,106.0,Girdle of Biting Winds,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,52.0
,,,82.0,,,,,55.0,,,72.0,178.0,,,Cinch of All-Consuming Death,,,,Epic,,120.0,6.0,,,,,267.0,,,85.0
162.0,162.0,,192.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Mail Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,,,
155.0,155.0,,128.0,,,76.0,,55.0,,,,155.0,,,Silent Stalker Belt,,,,Epic,,120.0,6.0,,,,,232.0,,,69.0
148.0,148.0,,124.0,,,66.0,,50.0,,,76.0,148.0,,,Sinister Aspirant's Leather Belt,,,,Rare,,120.0,6.0,,,,,222.0,,,
93.0,93.0,,121.0,,,,,40.0,,,,93.0,,,Barrowknoll Cinch,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,50.0,,50.0,,,39.0,93.0,,,Shoalbreach Waistguard,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,182.0,,,,,55.0,,,57.0,93.0,,32.0,Dread Gladiator's Plate Clasp,,,,Epic,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,182.0,,,46.0,,50.0,,,,93.0,,42.0,Harbormaster Greatbelt,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,73.0,,,,,40.0,,,,56.0,,,Monel-Hardened Waistguard,,,,Uncommon,,111.0,6.0,,,,,84.0,56.0,56.0,
,,,475.0,,,95.0,,55.0,,,,326.0,,111.0,Automatic Waist Tightener,,,,Epic,,120.0,6.0,,,,,489.0,326.0,326.0,
326.0,326.0,,317.0,,,,,55.0,,,93.0,326.0,,114.0,Maniacal Monarch's Girdle,,,,Epic,,120.0,6.0,,,,,489.0,,,
214.0,214.0,,232.0,,,,,55.0,,,,214.0,,,Notorious Combatant's Mail Waistguard,,,,Epic,,120.0,6.0,,,,,321.0,,,
,,,348.0,,,,,55.0,,,,214.0,,,Notorious Combatant's Plate Waistguard,,,,Epic,,120.0,6.0,,,,,321.0,214.0,214.0,
,,,94.0,,,,,55.0,,,,214.0,,,Notorious Combatant's Satin Belt,,,,Epic,,120.0,6.0,,,,,321.0,,,
214.0,214.0,,158.0,,,,,55.0,,,,214.0,,,Notorious Combatant's Leather Waistguard,,,,Epic,,120.0,6.0,,,,,321.0,,,
,,,326.0,,,,,55.0,,,100.0,195.0,,,Sinister Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,65.0
,,,88.0,,,54.0,,55.0,,,110.0,195.0,,,Sinister Gladiator's Silk Cord,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,88.0,,,99.0,,50.0,,,66.0,195.0,,,Notorious Aspirant's Silk Cord,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,306.0,,,,,55.0,,,89.0,178.0,,68.0,Death Devouring Girdle,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
155.0,155.0,,128.0,,,76.0,,55.0,,,,155.0,,,Belt of the Grove Auxiliary,,,,Epic,,120.0,6.0,,,,,232.0,,,69.0
,,,63.0,,,,,40.0,,,80.0,123.0,,,Hydraxian Waistcord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
,,,234.0,,,72.0,,40.0,,,55.0,123.0,,,Razorfin Greatbelt,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,
,,,63.0,,,,,40.0,,,80.0,123.0,,,Dark Animator's Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
,,,210.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Plate Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,
,,,49.0,,,,,55.0,,,38.0,93.0,,50.0,Dread Gladiator's Silk Sash,,,,Epic,,120.0,6.0,,,,,139.0,,,
,,,83.0,,,,,,,,,,,,Dread Gladiator's Leather Belt,,,,Epic,,120.0,6.0,,,,,,,,
93.0,93.0,,121.0,,,50.0,,50.0,,,,93.0,,39.0,Dreadmire Links,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,,,,,,,,,,Dread Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,,,,
,,,511.0,,,,,55.0,,,,358.0,,,Reinforced Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,536.0,358.0,358.0,
,,,475.0,,,101.0,,55.0,,,105.0,326.0,,,Well-Oiled Plate Girdle,,,,Epic,,120.0,6.0,,,,,489.0,326.0,326.0,
283.0,283.0,,194.0,,,109.0,,55.0,,,86.0,283.0,,,Belt of Rising Guardians,,,,Epic,,120.0,6.0,,,,,425.0,,,
,,,326.0,,,65.0,,55.0,,,,195.0,,100.0,Sinister Gladiator's Plate Clasp,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,
,,,326.0,,,77.0,,50.0,,,,195.0,,,Notorious Aspirant's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,88.0
195.0,195.0,,218.0,,,,,55.0,,,107.0,195.0,,,Sinister Gladiator's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,58.0
,,,82.0,,,62.0,,55.0,,,,178.0,,,Zo'bal Spirit Sash,,,,Epic,,120.0,6.0,,,,,267.0,,,96.0
,,,75.0,,,82.0,,55.0,,,64.0,155.0,,,Cord of the Loa Worshippers,,,,Epic,,120.0,6.0,,,,,232.0,,,
,,,280.0,,,60.0,,55.0,,,,155.0,,,Keelbreak Girdle,,,,Epic,,120.0,6.0,,,,,232.0,155.0,155.0,86.0
,,,234.0,,,,,40.0,,,,123.0,,53.0,Geocrag Girdle,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,75.0
123.0,123.0,,107.0,,,,,40.0,,,,123.0,,80.0,Waistcord of the Tranquil Path,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
123.0,123.0,,156.0,,,,,40.0,,,72.0,123.0,,,Wild Marauder Chain,,,,Uncommon,,120.0,6.0,,,,,184.0,,,55.0
,,,234.0,,,50.0,,40.0,,,,123.0,,,Tomb-Keeper's Girdle,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,77.0
123.0,123.0,,107.0,,,80.0,,40.0,,,,123.0,,47.0,Whirling Dervish Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
111.0,111.0,,96.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Leather Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,182.0,,,,,40.0,,,,93.0,,,Wavecrash Buckle,,,,Uncommon,,120.0,6.0,,,,,139.0,93.0,93.0,
93.0,93.0,,83.0,,,46.0,,50.0,,,42.0,93.0,,,Deathsnap Girdle,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,49.0,,,,,,,,,93.0,,,Foxhollow Cord,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,,,55.0,,,57.0,93.0,,32.0,Dread Gladiator's Plate Clasp,,,,Epic,,120.0,6.0,,,,,139.0,93.0,93.0,
93.0,93.0,,121.0,,,42.0,,50.0,,,,93.0,,,Deadwash Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,46.0
,,,49.0,,,,,50.0,,,,93.0,,27.0,Parrot-Trainer Sash,,,,Rare,,120.0,6.0,,,,,139.0,,,61.0
93.0,93.0,,83.0,,,37.0,,55.0,,,52.0,93.0,,,Dread Gladiator's Leather Waistband,,,,Epic,,120.0,6.0,,,,,139.0,,,
,,,49.0,,,,,40.0,,,,93.0,,,Deeptide Cinch,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
56.0,56.0,,49.0,,,,,40.0,,,,56.0,,,Shimmerscale Waistguard,,,,Uncommon,,111.0,6.0,,,,,84.0,,,
,,,427.0,,,,,55.0,,,,283.0,,,Fortified Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,425.0,283.0,283.0,
258.0,258.0,,266.0,Hunter,,97.0,,40.0,,,91.0,258.0,,,Trailseeker Belt,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
,,,348.0,,,,,55.0,,,,214.0,,,Notorious Combatant's Plate Waistguard,,,,Epic,,120.0,6.0,,,,,321.0,214.0,214.0,
,,,326.0,,,,,55.0,,,100.0,195.0,,,Sinister Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,65.0
,,,326.0,,,,,55.0,,,100.0,195.0,,,Notorious Gladiator's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,65.0
195.0,195.0,,149.0,,,,,55.0,,,65.0,195.0,,,Sinister Gladiator's Leather Waistband,,,,Epic,,120.0,6.0,,,,,293.0,,,100.0
195.0,195.0,,218.0,,,58.0,,55.0,,,,195.0,,,Notorious Gladiator's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,107.0
195.0,195.0,,218.0,,,58.0,,55.0,,,,195.0,,107.0,Sinister Gladiator's Chain Clasp,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,316.0,,,,,55.0,,,,186.0,,,Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,279.0,186.0,186.0,
,,,316.0,,,,,55.0,,,,186.0,,,Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,279.0,186.0,186.0,
178.0,178.0,,205.0,,,58.0,,55.0,,,,178.0,,99.0,Hurricane Cinch,,,,Epic,,120.0,6.0,,,,,267.0,,,
178.0,178.0,,205.0,,,96.0,,55.0,,,,178.0,,,Freezing Tempest Waistguard,,,,Epic,,120.0,6.0,,,,,267.0,,,62.0
123.0,123.0,,156.0,,,72.0,,40.0,,,,123.0,,,Winterscale Waistguard,,,,Uncommon,,120.0,6.0,,,,,184.0,,,55.0
,,,63.0,,,,,40.0,,,,123.0,,55.0,Frostwind Cord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,72.0
,,,234.0,,,,,40.0,,,72.0,123.0,,55.0,Black Tooth Grunt's Greatbelt,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,
111.0,111.0,,140.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Mail Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,,,
93.0,93.0,,83.0,,,50.0,,50.0,,,,93.0,,39.0,Gravethorn Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,,,40.0,,,,93.0,,,Corlain Girdle,,,,Uncommon,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,182.0,,,,,40.0,,,,93.0,,,Stormforger Girdle,,,,Uncommon,,120.0,6.0,,,,,139.0,93.0,93.0,
,,,49.0,,,50.0,,50.0,,,,93.0,,,Sandspinner Cord,,,,Rare,,120.0,6.0,,,,,139.0,,,39.0
,,,49.0,,,,,,,,,,,,Dread Gladiator's Silk Cord,,,,Epic,,120.0,6.0,,,,,,,,
,,,49.0,,,,,,,,,93.0,,,Heartsbane Cord,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,83.0,,,,,50.0,,,46.0,93.0,,,Rivermarsh Quickclaw Buckle,,,,Rare,,120.0,6.0,,,,,139.0,,,42.0
93.0,93.0,,83.0,,,,,40.0,,,,93.0,,,Briarback Cinch,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,182.0,,,48.0,,50.0,,,,93.0,,,Bone-Fetished Greatbelt,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,40.0
,,,49.0,,,,,,,,,93.0,,,Sagehold Sash,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,121.0,,,48.0,,50.0,,,40.0,93.0,,,Crosswind Girdle,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,49.0,,,46.0,,50.0,,,,93.0,,,Wrathful Sister's Cincture,,,,Rare,,120.0,6.0,,,,,139.0,,,42.0
,,,121.0,,,,,,,,,,,,Dread Gladiator's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,,,,
93.0,93.0,,83.0,,,,,40.0,,,,93.0,,,Slithershell Belt,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
,,,475.0,,,,,55.0,,,,326.0,,,Tempered Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,489.0,326.0,326.0,
283.0,283.0,,285.0,,,86.0,,55.0,,,,283.0,,,Deepcaller's Clasp,,,,Epic,,120.0,6.0,,,,,425.0,,,109.0
,,,107.0,Priest,,,,,,,91.0,258.0,,97.0,Communal Sash,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
,,,384.0,,,,,55.0,,,,247.0,,,Emblazoned Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,
,,,384.0,,,,,55.0,,,,247.0,,,Enhanced Stormsteel Girdle,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,
195.0,195.0,,218.0,,,58.0,,55.0,,,,195.0,,107.0,Sinister Gladiator's Chain Clasp,,,,Epic,,120.0,6.0,,,,,293.0,,,
195.0,195.0,,149.0,,,,,55.0,,,65.0,195.0,,,Sinister Gladiator's Leather Waistband,,,,Epic,,120.0,6.0,,,,,293.0,,,100.0
,,,326.0,,,65.0,,55.0,,,,195.0,,100.0,Notorious Gladiator's Plate Clasp,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,
195.0,195.0,,149.0,,,88.0,,50.0,,,,195.0,,,Notorious Aspirant's Leather Belt,,,,Epic,,120.0,6.0,,,,,293.0,,,77.0
195.0,195.0,,218.0,,,,,55.0,,,107.0,195.0,,,Sinister Gladiator's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,58.0
195.0,195.0,,218.0,,,95.0,,50.0,,,69.0,195.0,,,Notorious Aspirant's Chain Waistguard,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,88.0,,,54.0,,55.0,,,110.0,195.0,,,Sinister Gladiator's Silk Cord,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,326.0,,,77.0,,50.0,,,,195.0,,,Notorious Aspirant's Plate Girdle,,,,Epic,,120.0,6.0,,,,,293.0,195.0,195.0,88.0
178.0,178.0,,140.0,,,,,55.0,,,106.0,178.0,,52.0,First Lieutenant's Ceremonial Belt,,,,Epic,,120.0,6.0,,,,,267.0,,,
162.0,162.0,,192.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Mail Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,,,
,,,288.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Plate Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,162.0,162.0,
,,,280.0,,,60.0,,55.0,,,,155.0,,,Gloomplate Girdle,,,,Epic,,120.0,6.0,,,,,232.0,155.0,155.0,86.0
,,,272.0,,,66.0,,50.0,,,76.0,148.0,,,Sinister Aspirant's Plate Girdle,,,,Rare,,120.0,6.0,,,,,222.0,148.0,148.0,
,,,73.0,,,57.0,,50.0,,,85.0,148.0,,,Sinister Aspirant's Silk Cord,,,,Rare,,120.0,6.0,,,,,222.0,,,
,,,234.0,,,,,,,,58.0,123.0,,,Rattling Bone Greatbelt,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,69.0
123.0,123.0,,107.0,,,61.0,,40.0,,,,123.0,,66.0,Spiritbough Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
123.0,123.0,,107.0,,,47.0,,40.0,,,80.0,123.0,,,Firekin Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
111.0,111.0,,140.0,,,,,50.0,,,,111.0,,,Honorable Combatant's Mail Waistguard,,,,Rare,,120.0,6.0,,,,,167.0,,,
